,brand_en,sim,cleaned_brand,certain,check
583,shanen,"[('haken', 73), ('handme', 67), ('andzen', 67), ('she', 67), ('hanskin', 62), ('ehrmann', 62), ('handpurena', 62), ('swanson', 62), ('ange', 60), ('dr.shine', 57), ('j.hannah', 57), ('isana', 55), ('suuen', 55), ('aiken', 55), ('sabon', 55), ('honey', 55), ('sheba', 55), (""she's"", 55), ('solan', 55)]",shanen,[],0
584,my little pony,"[('pony memebox', 54), ('tempo', 53)]",my little pony,[],0
585,balzano,"[('baan', 73), ('banila co', 62), ('b balance', 62), ('argelan', 57), ('new balance', 56), ('azio', 55), ('fala', 55), ('palladio', 53), ('ayerllan', 53), ('alcatroz', 53), ('nanolabo', 53), ('capitano', 53), ('algemarin', 50), ('avila', 50), ('sacla', 50), ('labo labo', 50), ('lador', 50), ('melano cc', 50), ('lasko', 50)]",balzano,[],0
586,cheerios,"[('cheers', 86), ('cheersjelly', 63), ('skechers', 62), ('berioska', 62), ('maycheer', 62), ('tribo coffee', 60), ('s.pellegrino', 60), ('center-in', 59), ('chicco', 57), ('cherry', 57), ('userism', 53), ('che gel', 53), ('heimish', 53), ('dermisa', 53), ('celefit', 53), ('copper chef', 53), ('thayers', 53), ('yves rocher', 53), ('schesir', 53)]",cheerios,[],0
587,butler,"[('urtale', 67), ('beautymaker', 59), ('mama butter', 59), ('de buyer', 57), ('justherb', 57), ('burberry', 57), ('by terry', 57), ('oster', 55), ('burge', 55), ('uni water', 53), ('doutor', 50), ('bladez', 50), ('clover', 50), ('beauty', 50), ('skater', 50), ('huxley', 50), ('le creuset', 50), ('lestar', 50), ('bosley', 50)]",butler,[],0
588,mama,"[('nomama', 80), ('moma', 75), ('amida', 67), ('akuma', 67), ('aroma', 67), ('azoma', 67), ('mamalove', 67), ('yamaki', 60), ('mandom', 60), ('bmxmao', 60), ('akimia', 60), ('mbm', 57), ('axa', 57), ('aha', 57), ('madonna', 55), ('matador', 55), ('soapmax', 55), ('magicom', 55), ('familia', 55)]",mama,[],0
589,y.n.m,"[('im unny', 67), ('man-q', 60), ('you can buy', 50), ('nyx', 50), ('mon', 50)]",y.n.m,[],0
590,kaibeauty,"[('beauty', 80), ('j.catbeauty', 70), ('ks beauty', 67), ('beautyeasy', 63), ('kitekat', 62), ('pure beauty', 60), ('beautymaker', 60), ('apieu', 57), ('bella beauty', 57), ('beautydisplay', 55), ('mandom beauty', 55), ('beauty credit', 55), ('malibu beauty', 55), ('kitcat', 53), (""a'pieu"", 53), ('kiwipet', 50), ('kisetsu', 50), ('alobaby', 50), ('creerbeaute', 50)]",kaibeauty,[],0
591,jayjun cosmetic,"[('vt cosmetics', 67), ('thebalm cosmetics', 62), ('cosmic mansion', 62), ('cosmetex roland', 60), ('bomb cosmetics', 55), ('corsica', 55), ('vt cosmetics x bt21', 53), ('acmedica', 52), ('queens choice', 50), ('yvonne collection', 50), ('ms.cosmed', 50)]",jayjun cosmetic,[],0
592,baekoksaeng,"[('sang-a', 59), ('oven-baked', 57), ('e-books', 56), ('berioska', 53), ('baan', 53), ('kanokwan', 53), ('blackmonster', 52), ('black monster', 50), ('haken', 50), ('aiken', 50), ('kokie', 50), ('san benedetto', 50), ('benks', 50)]",baekoksaeng,[],0
593,muva,"[('mdovia', 60), ('eva', 57), ('mustela', 55), ('van pur', 55), ('eupa', 50), ('puma', 50), ('pupa', 50), ('vita', 50), ('luna', 50), ('maro', 50), ('miau', 50), ('mama', 50), ('moma', 50), ('anua', 50), ('rcma', 50), ('omax', 50), ('evas', 50)]",muva,[],0
594,fantech,"[('fancl', 67), ('peach and', 62), ('farcent', 57), ('catchup', 57), ('lilfant', 57), ('nature face', 56), ('face+', 55), ('ange', 55), ('cat chow', 53), ('blendtec', 53), ('a.h.c', 50), ('atake', 50), ('intex', 50), ('nicoh', 50), ('fasun', 50)]",fantech,[],0
595,nature garden,"[('natures care', 80), ('nature face', 75), ('from nature', 67), ('natural lady', 64), ('natural d', 64), ('naturie', 60), ('nature tree', 58), ('atorrege ad+', 58), ('natural balance', 57), ('natureby', 57), ('care linkage', 56), ('natural food', 56), ('unimat riken', 56), ('bare for bare', 54), ('naturehike', 52), ('k9 natural', 52), ('scented candle', 52), ('green pharmacy', 52), ('turbo tent', 52)]",nature garden,[],0
596,gemini,"[('milani', 67), ('algemarin', 67), ('garmin', 67), ('stemcin', 62), ('giovanni', 57), ('envin', 55), ('ginpo', 55), ('miine', 55), ('amino', 55), ('demon', 55), ('mizon', 55), ('guerisson', 53), ('allegrini', 53), ('refine', 50), ('flexin', 50), ('useemi', 50), ('sempio', 50), ('mihong', 50), ('golden', 50)]",gemini,[],0
597,matsukiyo,"[('sukin', 57), ('masil', 57), ('sakio', 57), ('lasko', 57), ('gatsby', 53), ('jmsolution', 53), ('yamaki', 53), ('tokyo star', 53), ('watsons', 50), ('hanskin', 50), ('tsuvimi', 50), ('miyoshi', 50), ('shower mate', 50), ('naturie', 50), ('matador', 50), ('kit cat', 50), ('magicom', 50), ('dtaudio', 50)]",matsukiyo,[],0
598,jsmax,"[('soapmax', 67), ('omax', 67), ('remax', 60), ('ttmax', 60), ('sigma', 60), ('osuma', 60), ('winmax', 55), ('csmart+', 55), ('joroma', 55), ('scalp x', 50), ('tescoma', 50), ('axa', 50), ('j/x', 50)]",jsmax,[],0
599,lideal,"[('midea', 73), ('dermal', 67), ('wildalp', 62), ('ricenal', 62), ('tide', 60), ('hida', 60), ('idee', 60), ('dermacol', 57), ('ariel', 55), ('amida', 55), ('delta', 55), ('derma', 55), ('delux', 55), ('deary', 55), ('olive', 55), ('alyea', 55), ('kidol', 55), ('edeka', 55), ('idea auto', 53)]",lideal,[],0
600,to be white,"[('e-power', 56), ('on the body', 55), ('the saem', 53), ('ecowipes', 53), ('be quiet', 53), ('double power', 52), ('hinata bocco', 52), ('the body shop', 50), ('twist', 50), ('one thing', 50), ('idea auto', 50), ('beauty credit', 50), ('wide view', 50), ('real thai', 50), ('esthe dew', 50)]",to be white,[],0
601,bomb cosmetics,"[('vt cosmetics', 69), ('vt cosmetics x bt21', 67), ('thebalm cosmetics', 58), ('jayjun cosmetic', 55), ('brain cosmos', 54), ('24h cosme', 52), ('ms.cosmed', 52), ('cosmos', 50), ('cosmic mansion', 50)]",bomb cosmetics,[],0
602,kisetsu,"[('kiss', 73), ('kissme', 62), ('k-swiss', 57), ('kiwipet', 57), ('iselect', 57), ('kitekat', 57), ('kent', 55), ('tiss', 55), ('friskies', 53), ('visee', 50), ('hiles', 50), ('apieu', 50), ('kesho', 50), ('twist', 50), ('kaibeauty', 50), ('kokie', 50), ('staub', 50), ('etvos', 50), ('ktnet', 50)]",kisetsu,[],0
603,lotte,"[('lotto', 80), ('labiotte', 77), ('rosette', 67), ('e.dot', 60), ('oster', 60), ('teteo', 60), ('lotus', 60), ('yotta', 60), ('k-palette', 57), ('jigott', 55), ('clover', 55), ('relove', 55), ('flyone', 55), ('lole’s', 55), ('dibote', 55), ('hellokitty', 53), ('glinter', 50), ('st.malo', 50), ('chacott', 50)]",lotte,[],0
604,bowwow,"[('sowa sowa', 53), ('bloody', 50), ('bokbok', 50), ('brooks', 50), ('down power', 50), ('bonton', 50)]",bowwow,[],0
605,melko,"[('mylk', 67), ('lasko', 60), ('menow', 60), ('mellsavon', 57), ('melano cc', 57), ('velcos', 55), ('elecom', 55), ('relove', 55), ('amstel', 55), ('milk touch', 53), ('esfolio', 50), ('mlb', 50), ('mei', 50), ('st.malo', 50), ('rmk', 50), ('celvoke', 50), ('milklab', 50), ('jumelle', 50), ('mustela', 50)]",melko,[],0
606,she's,"[('she', 75), ('the saem', 62), ('dr.shine', 62), ('sheba', 60), ('esthe dew', 57), ('miss rose', 57), ('missha', 55), ('kissme', 55), ('shanen', 55), ('sohome', 55), ('1st choice', 53), ('e-books', 50), ('shower mate', 50), ('saholea', 50), ('msh', 50), ('sparkles sp', 50), ('miss seesaw', 50), ('s&b', 50), ('schesir', 50)]",she's,[],0
607,voluspa,"[('soapspa', 57), ('lucas papaw', 56), ('eupa', 55), ('pupa', 55), ('luna', 55), ('hola', 55), ('pola', 55), ('boneplus', 53), ('venalisa', 53), ('opera', 50), ('vosun', 50), ('colourpop', 50), ('avila', 50), ('momus', 50), ('lotus', 50), ('solac', 50), ('luwak', 50), ('etvos', 50), ('polarstar', 50)]",voluspa,[],0
608,melano cc,"[('cosmic mansion', 61), ('melko', 57), ('menow', 57), ('mellsavon', 56), ('milani', 53), ('timberland', 53), ('mandom', 53), ('cyclax', 53), ('cezanne', 50), ('argelan', 50), ('che gel', 50), ('balzano', 50), ('coleman', 50), ('celvoke', 50), ('peach c', 50), ('cj lion', 50), ('mustela', 50), ('moroccanoil', 50), ('cosmetex roland', 50)]",melano cc,[],0
609,clayge,"[('wellage', 62), ('ange', 60), ('cily', 60), ('ayce', 60), ('lebelage', 57), ('care linkage', 56), ('sacla', 55), ('alyea', 55), ('ahoye', 55), ('carome.', 50), ('bladez', 50), ('maquillage', 50), ('lg', 50), ('clover', 50), ('ciaoke', 50), ('flyone', 50), ('eclear', 50), ('canary', 50), ('cyclax', 50)]",clayge,[],0
610,city,"[('h.city', 80), ('cily', 75), ('citycolor', 62), ('iti', 57), ('vt cica', 55), ('kit cat', 55), ('celefit', 55), ('mumchit', 55), ('illy', 50), ('ciao', 50), ('vita', 50), ('diptyque', 50), ('cc daily', 50), ('aito', 50), ('capitano', 50), ('hito', 50)]",city,[],0
611,zoeva,"[('eva', 75), ('evas', 67), ('opera', 60), ('azoma', 60), ('za', 57), ('mdovia', 55), ('joearo', 55), ('zavida', 55), ('ronever', 50), ('saholea', 50), ('biolead', 50), ('zoo', 50), ('coleman', 50), ('revital', 50), ('one', 50), ('oneroad', 50), ('zoobies', 50)]",zoeva,[],0
612,sylph,"[('sl', 57), ('liphip', 55), ('qstyle', 55), ('she', 50), ('msh', 50), ('scalp x', 50)]",sylph,[],0
613,pomi,"[('combi', 67), ('romix', 67), ('homei', 67), ('espoir', 60), ('osmile', 60), ('hoi', 57), ('pri', 57), ('opi', 57), ('mei', 57), ('dapolulumi', 57), ('omg', 57), ('prodiet', 55), ('gourmia', 55), ('milk&co', 55), ('puma', 50), ('oppo', 50), ('pony', 50), ('osim', 50), ('yome', 50)]",pomi,[],0
614,skinvill,"[('sukin', 62), ('skinlife', 62), ('skoll', 62), ('akvile', 57), ('duskin', 57), ('shills', 57), ('snails', 57), ('skinpastel', 56), ('hanskin', 53), ('dr. skin', 53), ('corsini', 53), ('illy', 50), (""i'nesvia"", 50), ('kiki', 50), ('skincure', 50), ('navalli hill', 50)]",skinvill,[],0
615,alobaby,"[(""d'alba"", 62), ('lobo', 55), ('saba', 55), ('oway', 55), ('fala', 55), ('oasy', 55), ('haba', 55), ('abba', 55), ('agoy', 55), ('nanolabo', 53), ('babymoov', 53), ('avila', 50), ('sacla', 50), ('nakay', 50), ('labo labo', 50), ('kaibeauty', 50), ('w.lab', 50), ('tklab', 50), ('rico baby', 50)]",alobaby,[],0
616,ttmax,"[('tata', 67), ('omax', 67), ('pettyman', 62), ('yotta', 60), ('remax', 60), ('jsmax', 60), ('temba', 60), ('winmax', 55), ('tcstar', 55), ('trimaxcell', 53), ('vitamix', 50), ('tescoma', 50), ('vitabox', 50), ('axa', 50), ('soapmax', 50), ('tau', 50), ('mama butter', 50)]",ttmax,[],0
617,urban veda,"[('aveda', 67), ('bandai', 62), ('van pur', 59), ('peach and', 53), ('vanilla blanc', 52), ('oven-baked', 50), ('romand', 50), ('zavida', 50), ('ecosoya brands', 50), ('jant blanc', 50), (""d'alba"", 50), ('urtale', 50), ('pureal', 50)]",urban veda,[],0
618,sparkles sp,"[('sparkle', 78), ('sparkeau', 63), ('soapspa', 56), ('staresso', 53), ('k-palette', 50), ('parrs', 50), ('nespresso', 50), ('arlem', 50), (""she's"", 50), ('starbucks', 50), ('super pad', 50)]",sparkles sp,[],0
619,mod's hair,"[('madam jan’s', 57), (""men's biore"", 57), ('brain cosmos', 55), ('farm stay', 53), ('momo girl', 53), ('dairy farmers', 52), ('adidas', 50), ('aroy-d', 50)]",mod's hair,[],0
620,down power,"[('double power', 73), ('e-power', 71), ('a+ power', 71), ('sowa sowa', 53), ('powerbomb', 53), ('opera', 53), ('uni water', 53), ('e.dot', 53), ('dr pepper', 53), ('dr.wonder', 53), ('powermate', 53), ('onpro', 53), ('super pad', 53), ('downy', 53), ('doutor', 50), ('super mild', 50), ('bowwow', 50), ('super love', 50)]",down power,[],0
621,fine color,"[('lily&color', 70), ('refine', 62), ('corsini', 59), ('create dentfine', 56), ('ecologic', 56), ('dr.shine', 56), ('ecostore', 56), ('care linkage', 55), ('orion', 53), ('jo malone', 53), ('citycolor', 53), ('colourpop', 53), ('olive', 53), ('center-in', 53), ('thai coco', 53), ('cooler master', 52), ('yvonne collection', 52), ('color club', 50), ('t core', 50)]",fine color,[],0
622,himawari,"[('ikari', 62), ('matador', 53), ('heimish', 53), ('niagara', 53), ('babaria', 53), ('ozawakei', 50), ('iris', 50), ('haru', 50), ('hida', 50), ('hori', 50), ('maro', 50), ('warm', 50), ('mondariz', 50), ('mama', 50), ('fujimaru', 50), ('sangaria', 50), ('haba', 50), ('hallmark', 50), ('waiz', 50)]",himawari,[],0
623,rmk,"[('mylk', 57), ('warm', 57), ('turk', 57), ('rcma', 57), ('derma', 50), ('iroka', 50), ('covermark', 50), ('arlem', 50), ('remax', 50), ('melko', 50), ('romix', 50), ('aroma', 50)]",rmk,[],0
624,qian rou,"[('you can buy', 53), ('rubber anne', 53), ('infocus', 53), ('mount hagen', 53), ('chin su', 53), ('instant pot', 53), ('ciao', 50), ('haru', 50), ('maro', 50), ('miau', 50), ('fujimaru', 50), ('anua', 50), ('capitano', 50)]",qian rou,[],0
625,google,"[('golife', 67), ('golden', 67), ('goodies', 62), ('sole', 60), ('ogeu', 60), ('olive', 55), ('wooly', 55), ('only good', 53), ('go!', 50), ('gold suite', 50), ('jojome', 50), ('kangol', 50), ('bosley', 50), ('oakley', 50), ('noodle & boo', 50), ('noodle&boo', 50), ('lole’s', 50), ('greek gods', 50), ('sohome', 50)]",google,[],0
626,diptyque,"[('dasique', 67), ('aipinyue', 62), ('dibote', 57), ('pure', 50), ('city', 50), ('duke', 50)]",diptyque,[],0
627,nyx,"[('aronyx', 67), ('pony', 57), ('sony', 57), ('nuby', 57), ('nexx', 57), ('noyl', 57), ('intex', 50), ('honey', 50), ('nakay', 50), ('naffy', 50), ('y.n.m', 50), ('downy', 50)]",nyx,[],0
628,liphip,"[('loshi', 55), ('sylph', 55), ('oulisi', 50), ('teptip', 50), ('pinpai', 50)]",liphip,[],0
629,rubber anne,"[('manetti roberts', 62), ('qian rou', 53), ('new anna', 53), ('ice river', 50), ('super pad', 50), ('bare for bare', 50)]",rubber anne,[],0
630,lasko,"[('lunasol', 67), ('plas', 67), ('rasto', 60), ('aesop', 60), ('sakio', 60), ('lador', 60), ('melko', 60), ('luwak', 60), ('skoll', 60), ('matsukiyo', 57), ('ak', 57), ('mk lab', 55), ('lapolo', 55), ('lavons', 55), ('plants', 55), ('daisho', 55), ('lafe’s', 55), ('watsons', 50), ('lacroix', 50)]",lasko,[],0
631,burge,"[('pure', 67), ('cure', 67), ('de buyer', 62), ('burberry', 62), ('biore', 60), ('breeza', 55), ('butler', 55), ('emborg', 55), ('urtale', 55), ('pureal', 55), ('chifure', 50), ('argelan', 50), ('naturie', 50), ('pure beauty', 50), ('aquagen', 50), ('nursery', 50), ('gourmet', 50), ('byfunme', 50)]",burge,[],0
632,nature face,"[('natures care', 78), ('nature garden', 75), ('from nature', 73), ('natural balance', 69), ('farcent', 67), ('naturie', 67), ('the north face', 64), ('natureby', 63), ('natural lady', 61), ('natural food', 61), ('natural d', 60), ('naturehike', 57), ('k9 natural', 57), ('nac nac', 56), ('fantech', 56), ('menturm', 56), ('new balance', 55), ('nature tree', 55), ('pure beauty', 55)]",nature face,[],0
633,cheersjelly,"[('cheers', 71), ('cheerios', 63), ('cherry', 59), ('che gel', 56), ('merrell', 56), ('skechers', 53), ('converse', 53), ('maycheer', 53), ('heartfelt', 50), ('hereu', 50)]",cheersjelly,[],0
634,v fau,"[('fasun', 60), ('vt cica', 50), ('a&w', 50), ('tau', 50), ('flavour', 50), ('van pur', 50)]",v fau,[],0
635,kokie,"[('kiki', 67), ('kozi', 67), ('koji', 67), ('nokia', 60), ('olive', 60), ('bokbok', 55), ('akvile', 55), ('kissme', 55), ('ciaoke', 55), ('oakley', 55), ('kopiko', 55), ('golife', 55), ('kamome', 55), ('osmile', 55), ('e-books', 50), ('hoi', 50), ('goodies', 50), ('opi', 50), ('k&k', 50)]",kokie,[],0
636,h.city,"[('city', 80), ('cily', 60), ('cat chow', 57), ('hulu cat', 57), ('a.h.c', 55), ('citycolor', 53), ('switch', 50), ('dr cyj', 50)]",h.city,[],0
637,toffy,"[('tcoffee', 67), ('naffy', 60), ('key coffee', 53), ('oxy', 50), ('firefly', 50)]",toffy,[],0
638,iselect,"[('visee', 67), ('outsy select', 63), ('lechat', 62), ('isleaf', 62), ('elecom', 62), ('lec', 60), ('noble isle', 59), ('kisetsu', 57), ('celefit', 57), ('sole', 55), ('idee', 55), ('ariel', 50), ('delta', 50), ('hiles', 50), ('filco', 50), ('solac', 50), ('twist', 50), ('swissdent', 50)]",iselect,[],0
639,grizzly,"[('illy', 55), ('cily', 55), ('ariel', 50), ('ariul', 50), ('freiz', 50)]",grizzly,[],0
640,san benedetto,"[(""john's blend"", 56), ('bonton', 53), ('ecosoya brands', 52), ('beanies', 50), ('baekoksaeng', 50), (""burt's bees"", 50)]",san benedetto,[],0
641,paddywax,"[('adidas', 57), ('add+', 55), ('ayam', 50)]",paddywax,[],0
642,mestemacher,"[('moodmatcher', 64), ('skechers', 63), ('maycheer', 63), ('lestar', 59), ('tunemakers', 57), ('yeaster', 56), ('schesir', 56), ('mustela', 56), ('stemcin', 56), ('shower mate', 55), ('beautymaker', 55), ('the saem', 53), ('mother-k', 53), ('justherb', 53), ('mr.smart', 53), ('tresemme', 53), ('gerolsteiner', 52), ('oster', 50), ('temba', 50)]",mestemacher,[],0
643,natures organics,"[('john masters organics', 76), ('nature republic', 65), ('avalon organics', 65), ('nature tree', 59), ('naturals', 58), ('natura siberica', 58), ('naturals by watsons', 57), ('panasonic', 56), ('naturehike', 54), ('watsons', 52), ('naturie', 52), ('natures care', 50), ('mega harvest', 50), ('natureby', 50)]",natures organics,[],0
644,envin,"[('enne', 67), ('dent-inn', 62), ('devon', 60), ('center-in', 57), ('evolution', 57), ('refine', 55), ('flexin', 55), ('vinata', 55), ('gemini', 55), ('antian', 55), ('senscience', 53), ('cezanne', 50), ('eva', 50), ('alpecin', 50), ('hanskin', 50), ('ehrmann', 50), ('uniqman', 50), ('mei', 50), ('beanies', 50)]",envin,[],0
645,myhouse,"[('momus', 67), ('youus', 67), ('one house', 62), ('miyoshi', 57), ('mustela', 57), ('etude house', 56), ('more', 55), ('yome', 55), ('maycheer', 53), ('may shop', 53), ('oster', 50), ('honey', 50), ('lotus', 50), ('24h cosme', 50), ('homei', 50), ('yunos', 50), ('granola house', 50), ('miss rose', 50), ('homer', 50)]",myhouse,[],0
646,nail labo,"[('le labo', 75), ('labo labo', 67), ('lanami', 67), ('cover nail', 63), ('leanani', 62), ('sabon', 57), ('natural lady', 57), ('w.lab', 57), ('vanilla blanc', 55), ('lily&color', 53), ('milani', 53), ('mk lab', 53), ('bonika', 53), ('lapolo', 53), ('lavons', 53), ('bandai', 53), ('noodle & boo', 53), ('noodle&boo', 53), ('snails', 53)]",nail labo,[],0
647,t-sing,"[('insight', 62), ('dashing diva', 56), ('star fashion', 56), ('sukin', 55), ('intex', 55), ('ringo', 55), ('sigma', 55), ('swift', 55), ('swissdent', 53), ('switch', 50), ('jigott', 50), ('vinata', 50), ('duskin', 50), ('mihong', 50), ('skinpastel', 50), ('suunto', 50), ('sang-a', 50)]",t-sing,[],0
648,stb,"[('staub', 75), ('soto', 57), ('saba', 57), ('post', 57), ('justherb', 55), ('rasto', 50), ('crest', 50), ('sabon', 50), ('oster', 50), ('twist', 50), ('sheba', 50), ('b +', 50), ('tklab', 50), ('starbucks', 50), ('temba', 50), ('swift', 50)]",stb,[],0
649,leun plus,"[('life-do.plus', 67), ('g-plus', 67), ('boneplus', 59), ('eunyul', 53), (""pet's love"", 53), (""hunt's"", 53), ('unidus', 53), ('21plus', 53), ('lole’s', 53), ('lafe’s', 53), ('etude house', 50), ('simple life', 50), ('pure beauty', 50), ('lunasol', 50), ('lululun', 50), ('leopold', 50), (""pure'n soft"", 50), ('unclewu', 50)]",leun plus,[],0
650,hereu,"[('heme', 67), ('heum', 67), ('haru', 67), ('chefrun', 67), ('three', 60), ('homer', 60), ('heartfelt', 57), ('cheers', 55), ('hyperx', 55), ('cherry', 55), ('chifure', 50), ('che gel', 50), ('she', 50), ('cheersjelly', 50), ('chu', 50), ('see you', 50), ('thayers', 50), ('yves rocher', 50), ('schesir', 50)]",hereu,[],0
651,vitabox,"[('vita', 73), ('vitamix', 71), ('vinata', 62), ('vitantonio', 59), ('tabasco', 57), ('apivita', 57), ('revital', 57), ('vitamer', 57), ('ciao', 55), ('aibo', 55), ('vivo', 55), ('xbox', 55), ('vico', 55), ('vbot', 55), ('aito', 55), ('hito', 55), ('capitano', 53), ('sabon', 50), ('intex', 50)]",vitabox,[],0
652,aurora myza,"[('aroma', 62), ('saraya', 59), ('aroma zone', 57), ('aroha triz', 57), ('dear my', 56), ('rosy rosa', 50), ('idea auto', 50), ('bon aroma', 50), ('akuma', 50), ('azoma', 50)]",aurora myza,[],0
653,coleman,"[('coghlans', 67), ('solan', 67), ('algemarin', 62), ('romand', 62), ('covermark', 62), ('toplan', 62), ('eclear', 62), ('golden', 62), ('cooler master', 60), ('cezanne', 57), ('ehrmann', 57), ('saholea', 57), ('biolead', 57), ('tescoma', 57), ('leanani', 57), ('sole', 55), ('hola', 55), ('moma', 55), ('ozen', 55)]",coleman,[],0
654,life-do.plus,"[('leun plus', 67), ('simple life', 61), ('boneplus', 60), ('g-plus', 56), ('lole’s', 56), ('golife', 56), ('lafe’s', 56), ('udilife', 53), ('hi-life', 53), ('double power', 50), ('morelife', 50)]",life-do.plus,[],0
655,kozi,"[('koji', 75), ('kokie', 67), ('kopiko', 60), ('hoi', 57), ('opi', 57), ('ozawakei', 50), ('osim', 50), ('kiki', 50), ('koyo', 50), ('kiss', 50), ('orip', 50), ('hori', 50), ('pomi', 50), ('ozen', 50), ('azio', 50), ('ioio', 50)]",kozi,[],0
656,axa,"[('aha', 67), ('saba', 57), ('fafa', 57), ('mama', 57), ('tata', 57), ('casa', 57), ('ayam', 57), ('sasa', 57), ('fala', 57), ('haba', 57), ('baan', 57), ('anua', 57), ('abba', 57), ('omax', 57), ('amida', 50), ('asahi', 50), ('atake', 50), ('isana', 50), ('aveda', 50)]",axa,[],0
657,arnest,"[('crest', 73), ('farcent', 62), ('beanies', 62), ('arex sport', 62), ('nars', 60), ('ange', 60), ('botanist', 57), ('avengers', 57), ('dayneeds', 57), ('staresso', 57), ('natures care', 56), ('mega harvest', 56), ('a-star bones', 56), ('parrs', 55), ('rasto', 55), ('ariel', 55), ('fresa', 55), ('aesop', 55), ('abuns', 55)]",arnest,[],0
658,beloved&co,"[('bevy c.', 62), ('elecom', 62), ('relove', 62), ('bb love', 59), ('blendtec', 56), ('gelovery', 56), (""john's blend"", 55), ('banila co', 53), ('loupedeck', 53), ('bloody', 50), ('velcos', 50), (""pet's love"", 50), ('oven-baked', 50), ('clover', 50), ('lole’s', 50), ('ecover', 50), ('weleda', 50), ('super love', 50)]",beloved&co,[],0
659,diplona,"[('qidina', 62), ('diadora', 57), ('madonna', 57), ('fila', 55), ('pony', 55), ('luna', 55), ('dior', 55), ('ifoa', 55), ('odlo', 55), ('plas', 55), ('pola', 55), ('orion', 50), ('dyson', 50), ('isana', 50), ('delta', 50), ('avila', 50), ('iroka', 50), ('filco', 50), ('nail labo', 50)]",diplona,[],0
660,celvoke,"[('clover', 62), ('relove', 62), ('ciaoke', 62), ('celefit', 57), ('deve', 55), ('cock', 55), ('ekel', 55), ('care linkage', 53), ('gelovery', 53), ('excel', 50), ('mellsavon', 50), ('lotte', 50), ('melko', 50), ('melano cc', 50), ('kokie', 50), ('olive', 50), ('etvos', 50), ('ice river', 50), ('evoluderm', 50)]",celvoke,[],0
661,miss seesaw,"[('miss rose', 70), ('missha', 59), ('sweets sweets', 58), ('mr&miss', 56), (""i'nesvia"", 53), ('visee', 50), ('kiss new york', 50), (""she's"", 50), ('midea', 50), ('medi-peel', 50)]",miss seesaw,[],0
662,antian,"[('artisan', 77), ('hanskin', 62), ('uniqman', 62), ('arencia', 62), ('leanani', 62), ('tata', 60), ('baan', 60), ('anua', 60), ('dr.satin', 57), ('sangaria', 57), ('kanokwan', 57), ('capitano', 57), ('dent-inn', 57), ('new anna', 57), ('amida', 55), ('atake', 55), ('isana', 55), ('aiken', 55), ('avila', 55)]",antian,[],0
663,time leisure,"[('simple life', 61), ('lirene', 56), ('the laundress', 56), ('fiesta pure shine', 55), ('pure smile', 55), ('mistine', 53), ('les nez', 53), ('nature tree', 52), ('medi flower', 52), (""men's biore"", 52), ('the saem', 50), ('robert timms', 50), ('blue diamond', 50), ('tresemme', 50), ('bluepine', 50)]",time leisure,[],0
664,apivita,"[('vita', 73), ('avila', 67), ('capitano', 67), ('vinata', 62), ('zavida', 62), ('akimia', 62), ('vitamix', 57), ('vitabox', 57), ('revital', 57), ('familia', 57), ('alovivi', 57), ('vitamer', 57), ('tata', 55), ('aito', 55), ('gavi', 55), (""i'nesvia"", 53), ('purevivi', 53), ('amida', 50), ('atake', 50)]",apivita,[],0
665,chu,"[('chifure', 60), ('catchup', 60), ('chefrun', 60), ('chin su', 60), ('heum', 57), ('haru', 57), ('club', 57), ('cure', 57), ('hulu cat', 55), ('a.h.c', 50), ('nicoh', 50), ('cuoco', 50), ('hereu', 50), ('goshu', 50)]",chu,[],0
666,cosmos,"[('combo', 73), ('ms.cosmed', 67), ('brain cosmos', 67), ('formosa', 62), ('oshimon', 62), ('osim', 60), ('ecos', 60), ('domo', 60), ('cass', 60), ('ecostore', 57), ('tomomasu', 57), ('vt cosmetics', 56), ('momus', 55), ('omory', 55), ('cuoco', 55), ('combi', 55), ('logos', 55), ('osuma', 55), ('rosy rosa', 53)]",cosmos,[],0
667,avengers,"[('ange', 67), ('vencedor', 62), ('kangaroos', 59), ('cheers', 57), ('lavons', 57), ('arnest', 57), ('ivenor', 57), (""age20's"", 53), ('beanies', 53), ('thayers', 53), ('venus marble', 50), ('skechers', 50), ('converse', 50), ('nars', 50), ('natures care', 50), ('enne', 50), ('maycheer', 50), ('care linkage', 50), ('fees', 50)]",avengers,[],0
668,bosley,"[('oakley', 67), ('osmile', 67), ('e-books', 62), ('biolead', 62), ('le labo', 62), ('sole', 60), ('posy', 60), ('bone', 60), ('oasy', 60), ('biore', 55), ('oster', 55), ('honey', 55), ('olive', 55), ('wooly', 55), ('bloody', 50), ('bladez', 50), ('isleaf', 50), ('bevy c.', 50), ('beauty', 50)]",bosley,[],0
669,treewalker,"[('tree walker', 95), ('realme', 62), ('tunemakers', 60), ('tresemme', 56), ('wonder trend', 55), ('atake', 53), ('three', 53), ('revablend', 53), ('reebok', 50), ('breeza', 50), ('naturehike', 50), ('le creuset', 50), ('relove', 50), ('butler', 50), ('eclear', 50), ('urtale', 50), ('pureal', 50)]",treewalker,"[('tree walker', 95)]",1
