,brand_en,sim,cleaned_brand,certain,check
175,kissdiamond,"[('blue diamond', 61), ('kissme', 59), ('oshimon', 56), ('kiss', 53), ('kirin', 50), ('isana', 50), ('sabon', 50), ('guerisson', 50), ('kimbo', 50), (""it's skin"", 50), ('daodi', 50), ('demon', 50), ('swissdent', 50), ('kidol', 50)]",kissdiamond,[],0
176,uzu,"[('puku', 57), ('duru', 57), ('suuen', 50), ('kurun', 50), ('izumi', 50), ('youus', 50)]",uzu,[],0
177,collagen by watsons,"[('naturals by watsons', 63), ('arome by watsons', 57), ('watsons', 54), ('you can buy', 53), (""john's blend"", 52), ('yvonne collection', 50)]",collagen by watsons,[],0
178,catfeet,"[('heartfelt', 62), ('chacott', 57), ('kit cat', 57), ('celefit', 57), ('tcoffee', 57), ('attento', 57), ('j.catbeauty', 56), ('create dentfine', 55), ('fees', 55), ('tepe', 55), ('tiki cat', 53), ('his cafe', 53), ('indocafe', 53), ('tribo coffee', 53), ('crest', 50), ('atake', 50), ('three', 50), ('patto', 50), ('teteo', 50)]",catfeet,[],0
179,enne,"[('cezanne', 73), ('envin', 67), ('refine', 60), ('lirene', 60), ('one', 57), ('senscience', 57), ('ehrmann', 55), ('beanies', 55), ('leanani', 55), ('greenon', 55), ('les nez', 55), ('heme', 50), ('kent', 50), ('deve', 50), ('fees', 50), ('tepe', 50), ('nexx', 50), ('avengers', 50), ('wellness', 50)]",enne,[],0
180,dr.satin,"[('dr. skin', 80), ('dr.shine', 75), ('dr.spa', 71), ('dr.jart+', 67), ('mr.smart', 62), ('dr.hsieh', 62), ('dr.vt', 62), ('play station', 60), ('duskin', 57), ('antian', 57), ('sang-a', 57), ('dr.forhair', 56), ('dr.hows', 53), ('darling', 53), ('mistine', 53), ('artisan', 53), ('dermisa', 53), ('corsini', 53), ('stemcin', 53)]",dr.satin,[],0
181,vt cosmetics,"[('vt cosmetics x bt21', 77), ('thebalm cosmetics', 76), ('bomb cosmetics', 69), ('jayjun cosmetic', 67), ('vt cica', 63), ('ms.cosmed', 57), ('vital essentials', 57), ('t core', 56), ('cosmos', 56), ('cosmic mansion', 54), ('rosette', 53), ('corsica', 53), ('cosmetex roland', 52), ('botanist', 50), ('t.c.star', 50), ('acmedica', 50)]",vt cosmetics,"[('vt cosmetics x bt21', 77)]",1
182,bladez,"[('biolead', 62), ('lebelage', 57), ('blendtec', 57), ('lador', 55), ('new beads', 53), ('black ice', 53), ('b balance', 53), ('ardell', 50), ('bloody', 50), ('oven-baked', 50), ('breeza', 50), ('timberland', 50), ('handme', 50), ('andzen', 50), ('butler', 50), ('lideal', 50), ('clayge', 50), ('bosley', 50), ('bandai', 50)]",bladez,[],0
183,lg bamboo salt,"[('moonlight', 52), ('labo labo', 52), ('nail labo', 52), ('baby shark', 50), ('jung saem mool', 50)]",lg bamboo salt,[],0
184,i'nesvia,"[('nadeshia', 62), ('eva', 55), ('nicka.k', 53), ('miss seesaw', 53), ('apivita', 53), ('revital', 53), ('i-kirei', 53), ('insight', 53), ('vita', 50), ('a-star bones', 50), ('skinvill', 50), ('unimat riken', 50), ('navalli hill', 50), ('evas', 50)]",i'nesvia,[],0
185,mdmmd,"[('mandom', 55), ('mbm', 50), ('add+', 50)]",mdmmd,[],0
186,vitantonio,"[('vitamix', 59), ('vitabox', 59), ('vita', 57), ('ioio', 57), ('instant pot', 57), ('giovanni', 56), ('capitano', 56), ('panasonic', 53), ('vitakraft', 53), ('milani', 50), ('avalon', 50), ('kitcat', 50), ('vinata', 50), ('antian', 50), ('mitomo', 50), ('tokyo star', 50), ('bonton', 50), ('ptnano', 50)]",vitantonio,[],0
187,g7,"[('go!', 50), ('gw', 50), ('lg', 50)]",g7,[],0
188,pet's love,"[('super love', 70), ('lole’s', 62), (""men's biore"", 57), ('cozy pet', 56), ('lotus', 53), ('leun plus', 53), ('q-pet', 53), ('t core', 50), ('clover', 50), ('l’uxpresso', 50), ('love beauty and planet', 50), ('relove', 50), ('beloved&co', 50), ('petest', 50), ('lafe’s', 50)]",pet's love,[],0
189,nuk,"[('nuby', 57), ('puku', 57), ('turk', 57), ('anua', 57), ('honk', 57), ('duke', 57), ('sukin', 50), ('lucky', 50), ('nokia', 50), ('nakay', 50), ('luwak', 50), ('benks', 50)]",nuk,[],0
190,neoflam,"[('nomama', 62), ('oneroad', 57), ('fila', 55), ('hola', 55), ('fala', 55), ('noyl', 55), ('pola', 55), ('nanolabo', 53), ('delta', 50), ('flair', 50), ('nokia', 50), ('solac', 50), ('angfa', 50), ('solan', 50), ('evoluderm', 50), ('najel', 50), ('e.l.f.', 50)]",neoflam,[],0
191,isana,"[('saba', 67), ('artisan', 67), ('sasa', 67), ('anua', 67), ('sangaria', 62), ('sabon', 60), ('ziaja', 60), ('sacla', 60), ('angfa', 60), ('solan', 60), ('milani', 55), ('winmax', 55), ('missha', 55), ('catuna', 55), ('isleaf', 55), ('saraya', 55), ('sneaky', 55), ('nacnac', 55), ('vinata', 55)]",isana,[],0
192,gw,"[('go!', 50), ('g7', 50), ('lg', 50)]",gw,[],0
193,n.a.f,"[('m.a.c', 60), ('a.h.c', 60), ('a’kin', 60), ('e.l.f.', 60), ('sang-a', 55), ('lafe’s', 55), ('agf', 50), ('ck n-95', 50), ('nac nac', 50), ('naf', 50), ('a&w', 50), ('afc', 50)]",n.a.f,[],0
194,suuen,"[('suunto', 73), ('osun', 67), ('sukin', 60), ('vosun', 60), ('kurun', 60), ('fasun', 60), ('shanen', 55), ('uno', 50), ('unt', 50), ('uzu', 50), ('jmscent', 50), ('she', 50), ('aquagen', 50), ('lululun', 50), ('dasique', 50), ('scentio', 50), ('essenso', 50), ('qiu wen', 50), ('stemcin', 50)]",suuen,[],0
195,moonlight,"[('insight', 62), ('mihong', 53), ('modori', 53), ('lg bamboo salt', 52), ('kumnong', 50), ('moroccanoil', 50), ('mon', 50)]",moonlight,[],0
196,pink by pure beauty,"[('pure beauty', 73), ('bella beauty', 58), ('ks beauty', 57), ('beauty credit', 56), ('malibu beauty', 56), ('love beauty and planet', 54), ('lumina beauty care', 54), ('beautymaker', 53), ('pure mind', 50), ('beautydisplay', 50), ('mandom beauty', 50)]",pink by pure beauty,[],0
197,takumi,"[('akuma', 73), ('hukumi', 67), ('tau', 67), ('akimia', 67), ('tsuvimi', 62), ('vitamix', 62), ('dtaudio', 62), ('thai', 60), ('uni star', 57), ('amida', 55), ('atake', 55), ('sakio', 55), ('staub', 55), ('taiga', 55), ('izumi', 55), ('a’kin', 55), ('amice', 55), ('amino', 55), ('garmin', 50)]",takumi,[],0
198,hyperx,"[('thayers', 62), ('opera', 55), ('hereu', 55), ('homer', 55), ('ahoye', 55), ('cheers', 50), ('cherry', 50), ('persil', 50), ('yr', 50), ('percol', 50), ('probox', 50)]",hyperx,[],0
199,optimum,"[('opi', 60), ('puma', 55), ('osim', 55), ('robert timms', 53), ('momus', 50), ('lotus', 50), ('apieu', 50), ('petio', 50), ('izumi', 50), ('palladium', 50), ('petia', 50), ('osuma', 50)]",optimum,[],0
200,vita,"[('vinata', 80), ('vitamix', 73), ('vitabox', 73), ('apivita', 73), ('revital', 73), ('vitamer', 73), ('avila', 67), ('brita', 67), ('vt', 67), ('vitakraft', 62), ('mdovia', 60), ('kitcat', 60), ('zavida', 60), ('bixtar', 60), ('eva', 57), ('vitantonio', 57), ('tau', 57), ('iti', 57), ('kitekat', 55)]",vita,[],0
201,rausch,"[('frosch', 67), ('push!', 60), ('hau sanh', 57), ('frischli', 57), ('rasto', 55), ('a.h.c', 55), ('asahi', 55), ('abuns', 55), ('orasi', 55), ('switch', 50), ('targus', 50), ('franks', 50), ('smartwatch', 50), ('daisho', 50)]",rausch,[],0
202,the north face,"[('nature face', 64), ('north field', 64), ('farcent', 57), ('the retinotime', 57), ('kitchen art', 56), ('the saem', 55), ('the laundress', 52), ('t core', 50), ('arex sport', 50)]",the north face,[],0
203,bokbok,"[('brooks', 67), ('e-books', 62), ('brook’s', 62), ('lobo', 60), ('lb tokyo', 57), ('combo', 55), ('kimbo', 55), ('kokie', 55), ('labo labo', 53), ('reebok', 50), ('bloody', 50), ('irobot', 50), ('bonika', 50), ('bowwow', 50), ('kopiko', 50), ('bonton', 50), ('probox', 50)]",bokbok,[],0
204,hanskin,"[('haken', 67), ('sukin', 67), ('a’kin', 67), ('aprilskin', 62), ('duskin', 62), ('shanen', 62), ('antian', 62), ('ehrmann', 57), ('sanbisi', 57), ('dr. skin', 57), ('swanson', 57), ('honk', 55), ('thai', 55), ('champion', 53), ('ocean spring', 53), ('skinlife', 53), ('hau sanh', 53), ('skinvill', 53), ('coghlans', 53)]",hanskin,[],0
205,3ce,"[('ace', 67), ('cure', 57), ('face+', 57), ('ayce', 57), ('excel', 50), ('crest', 50), ('amice', 50)]",3ce,[],0
206,hunt's,"[('unt', 67), ('chin su', 62), ('hau sanh', 57), ('bhk’s', 55), (""bhk's"", 55), ('abuns', 55), ('yunos', 55), ('leun plus', 53), ('ks beauty', 53), ('ts', 50), ('unidus', 50), ('plants', 50), ('suunto', 50)]",hunt's,[],0
207,flormar,"[('formosa', 71), ('flair', 67), ('covermark', 62), ('joroma', 62), ('dr.forhair', 59), ('pretty by flormar', 58), ('foramen', 57), ('gourmia', 57), ('forcans', 57), ('rub lom', 57), ('flavour', 57), ('medi flower', 56), ('from nature', 56), ('fila', 55), ('maro', 55), ('ifoa', 55), ('moma', 55), ('fala', 55), ('ford', 55)]",flormar,[],0
208,uni water,"[('bondi wash', 53), ('skater', 53), ('butler', 53), ('down power', 53), ('natice', 53), ('tunemakers', 53), ('neatex', 53), ('unlabel', 50), ('yeaster', 50), ('glinter', 50), ('e-power', 50), ('unt', 50), ('uniqman', 50), ('nature tree', 50), ('tarn ju', 50), ('naturie', 50), ('niagara', 50), ('a+ power', 50), ('vitamer', 50)]",uni water,[],0
209,tsuvimi,"[('takumi', 62), ('suisai', 62), ('simlife', 57), ('vitamix', 57), ('timotei', 57), ('osim', 55), ('tigi', 55), ('purevivi', 53), ('sukin', 50), ('tiddi', 50), ('matsukiyo', 50), ('izumi', 50), ('sigma', 50), ('osuma', 50)]",tsuvimi,[],0
210,catuna,"[('canary', 67), ('catchup', 62), ('luna', 60), ('tata', 60), ('casa', 60), ('anua', 60), ('naturals', 57), ('hulu cat', 57), ('capitano', 57), ('atake', 55), ('isana', 55), ('abuns', 55), ('angfa', 55), ('akuma', 55), ('fasun', 55), ('natural d', 53), ('lechat', 50), ('kitcat', 50), ('corona', 50)]",catuna,[],0
211,flowfushi,"[('loshi', 71), ('lotus', 57), ('profusion', 56), ('frosch', 53), ('oulisi', 53), ('fossil', 53), ('haglofs', 50), ('miyoshi', 50), ('medi flower', 50), ('infocus', 50), ('flavour', 50), ('oshimon', 50)]",flowfushi,[],0
212,isleaf,"[('saholea', 62), ('biolead', 62), ('iselect', 62), ('fila', 60), ('sole', 60), ('visee', 55), ('isana', 55), ('hiles', 55), ('avila', 55), ('sacla', 55), ('solac', 55), ('sheba', 55), ('alyea', 55), ('midea', 55), ('solan', 55), ('milani', 50), ('missha', 50), ('lechat', 50), ('eilles', 50)]",isleaf,[],0
213,jojome,"[('joroma', 67), ('sohome', 67), ('joajota', 62), ('yome', 60), ('hojo', 60), ('juono', 55), ('homei', 55), ('jjpro', 55), ('homer', 55), ('jo malone', 53), ('carome.', 50), ('joearo', 50), ('google', 50), ('kamome', 50), ('osmile', 50)]",jojome,[],0
214,premiumcare,"[('pure smile', 57), ('puma', 53), ('pure', 53), ('rire', 53), ('tresemme', 53), ('pure mind', 50), ('remax', 50), ('powermate', 50), ('amice', 50), ('petia', 50)]",premiumcare,[],0
215,mlb,"[('lb', 80), ('mbm', 67), ('milklab', 60), ('mylk', 57), ('lobo', 57), ('club', 57), ('combo', 50), ('masil', 50), ('kimbo', 50), ('b +', 50), ('melko', 50), ('w.lab', 50), ('tklab', 50), ('combi', 50), ('temba', 50)]",mlb,[],0
216,aiken,"[('haken', 80), ('kent', 67), ('ariel', 60), ('atake', 60), ('apieu', 60), ('a’kin', 60), ('amice', 60), ('amino', 60), ('aprilskin', 57), ('ak', 57), ('garmin', 55), ('akvile', 55), ('andzen', 55), (""a'pieu"", 55), ('lirene', 55), ('jardin', 55), ('arlink', 55), ('shanen', 55), ('antian', 55)]",aiken,[],0
217,dailix,"[('udilife', 62), ('darling', 62), ('familia', 62), ('cc daily', 57), ('ariel', 55), ('avila', 55), ('delux', 55), ('masil', 55), ('daodi', 55), ('ariul', 55), ('nailholic', 53), ('aprilskin', 53), ('nailmatic', 53), ('milani', 50), ('akvile', 50), ('dermal', 50), ('foodaholic', 50), ('arlink', 50), ('lideal', 50)]",dailix,[],0
218,aveda,"[('zavida', 73), ('urban veda', 67), ('acmedica', 62), ('amida', 60), ('avila', 60), ('wedar', 60), ('alyea', 60), ('edeka', 60), ('ediya', 60), ('adidas', 55), ('avalon', 55), ('akvile', 55), ('bandai', 55), ('weleda', 55), ('eva', 50), ('argelan', 50), ('wadakan', 50), ('saholea', 50), ('diadora', 50)]",aveda,[],0
219,irobot,"[('dibote', 67), ('probox', 67), ('aibo', 60), ('lobo', 60), ('vbot', 60), ('ioio', 60), ('sweep robot', 59), ('dr.groot', 57), ('iroka', 55), ('combo', 55), ('kimbo', 55), ('bon aroma', 53), ('momo girl', 53), ('reebok', 50), ('bokbok', 50), ('jigott', 50), ('siroca', 50), ('brooks', 50), ('tromso', 50)]",irobot,[],0
220,e.dot,"[('dibote', 73), ('oster', 60), ('lotte', 60), ('doutor', 55), ('down power', 53), ('e-books', 50), ('on the body', 50), ('k.c.dog', 50), ('rosette', 50), ('dew', 50), ('timotei', 50), ('one', 50), ('le labo', 50), ('sweep robot', 50)]",e.dot,[],0
221,sapporo,"[('maqpro', 62), ('lapolo', 62), ('espoir', 62), ('soapspa', 57), ('spococo', 57), ('a+ power', 57), ('soto', 55), ('oppo', 55), ('maro', 55), ('samdasoo', 53), ('staresso', 53), ('sour3', 50), ('orion', 50), ('powerbomb', 50), ('rosy rosa', 50), ('sabon', 50), ('happy owl', 50), ('sakio', 50), ('nespresso', 50)]",sapporo,[],0
222,htc,"[('tc', 80), ('dhc', 67), ('tcl', 67), ('ahc', 67), ('tgc', 67), ('tcc', 67), ('jht', 67), ('tcrd', 57), ('hito', 57)]",htc,[],0
223,jigott,"[('labiotte', 57), ('lotto', 55), ('ringo', 55), ('yotta', 55), ('lotte', 55), ('go!', 50), ('irobot', 50), ('kitcat', 50), ('t-sing', 50), ('fujiko', 50), ('dibote', 50)]",jigott,[],0
224,delta,"[('derma', 60), ('delux', 60), ('deary', 60), ('midea', 60), ('petia', 60), ('edeka', 60), ('real thai', 57), ('dejavu', 55), ('ardell', 55), ('dermal', 55), ('lestar', 55), ('lideal', 55), ('eclear', 55), ('weleda', 55), ('elujai', 55), ('healthlead', 53), ('eva', 50), ('argelan', 50), ('neoflam', 50)]",delta,[],0
225,three,"[('heme', 67), ('tepe', 67), ('tresemme', 62), ('teteo', 60), ('hereu', 60), ('refine', 55), ('cheers', 55), ('reebok', 55), ('realme', 55), ('breeza', 55), ('lirene', 55), ('relove', 55), ('naturehike', 53), ('treewalker', 53), ('chifure', 50), ('hair recipe', 50), ('ronever', 50), ('catfeet', 50), ('nature tree', 50)]",three,[],0
226,kiki,"[('kirin', 67), ('kokie', 67), ('ikari', 67), ('akimia', 60), ('kopiko', 60), ('k&k', 57), ('iti', 57), ('nicka.k', 55), ('wildkin', 55), ('kiwipet', 55), ('i-kirei', 55), ('kitekat', 55), ('skinlife', 50), ('iris', 50), ('kiss', 50), ('friskies', 50), ('ikbc', 50), ('skinvill', 50), ('kozi', 50)]",kiki,[],0
227,tabasco,"[('tescom', 62), ('abc', 60), ('j.gasco', 57), ('tescoma', 57), ('vitabox', 57), ('aibo', 55), ('saba', 55), ('tata', 55), ('haba', 55), ('abba', 55), ('samdasoo', 53), ('staresso', 53), ('rasto', 50), ('sabon', 50), ('panasonic', 50), ('aesop', 50), ('banila co', 50), ('abuns', 50), ('labo labo', 50)]",tabasco,[],0
228,siroca,"[('iroka', 73), ('corsica', 62), ('ifoa', 60), ('rcma', 60), ('indocafe', 57), ('sakio', 55), ('sacla', 55), ('solac', 55), ('solan', 55), ('aroma', 55), ('sigma', 55), ('cabreiroa', 53), ('switch', 50), ('irobot', 50), ('romand', 50), ('saraya', 50), ('kitcat', 50), ('corona', 50), ('frosch', 50)]",siroca,[],0
229,fresa,"[('fees', 67), ('feso', 67), ('formosa', 67), ('friskies', 62), ('crest', 60), ('remax', 60), ('freiz', 60), ('farm stay', 57), ('dr.spa', 55), ('realme', 55), ('breeza', 55), ('frudia', 55), ('frosch', 55), ('lestar', 55), ('arnest', 55), ('franks', 55), ('pureal', 55), ('lafe’s', 55), ('fresh line', 53)]",fresa,[],0
230,ts,"[('ts6', 80), ('tiss', 67), ('lotus', 57), ('twist', 57), ('etvos', 57), ('gatsby', 50), ('tescom', 50), (""hunt's"", 50), ('targus', 50), ('tromso', 50), ('plants', 50), ('tcstar', 50), ('sl', 50), ('tc', 50), ('petest', 50), ('vt', 50)]",ts,[],0
231,target pro,"[('prreti', 62), ('dr.jart+', 59), ('prodiet', 59), ('from nature', 57), ('t.c.star', 56), ('mr.smart', 56), ('polarstar', 53), ('pato.pato', 53), ('t core', 50), ('targus', 50), ('arnest', 50), ('aroha triz', 50), ('urtale', 50), ('petest', 50), ('a star', 50)]",target pro,[],0
232,ehrmann,"[('derma', 67), ('romand', 62), ('dermal', 62), ('shanen', 62), ('cezanne', 57), ('hanskin', 57), ('madonna', 57), ('coleman', 57), ('dermisa', 57), ('leanani', 57), ('enne', 55), ('rcma', 55), ('woman method', 53), ('ayerllan', 53), ('keychron', 53), ('dermacol', 53), ('j.hannah', 53), ('pettyman', 53), ('sillymann', 50)]",ehrmann,[],0
233,cocodor,"[('cuoco', 67), ('citycolor', 62), ('dr.choice', 62), ('modori', 62), ('color club', 59), ('cocoegg', 57), ('so good', 57), ('cocochi', 57), ('spococo', 57), ('dior', 55), ('cock', 55), ('odlo', 55), (""coffret d'or"", 53), ('torotoro', 53), ('ecostore', 53), ('vencedor', 53), ('pecobono', 53), ('colourpop', 50), ('combo', 50)]",cocodor,[],0
234,sukin,"[('duskin', 73), ('hanskin', 67), ('dr. skin', 67), ('osun', 67), ('skinlife', 62), ('skinvill', 62), ('skincure', 62), ('kirin', 60), ('suuen', 60), ('vosun', 60), ('sakio', 60), ('a’kin', 60), ('fasun', 60), ('aprilskin', 57), (""it's skin"", 57), ('matsukiyo', 57), ('hukumi', 55), ('t-sing', 55), ('suisai', 55)]",sukin,[],0
235,pharmaact,"[('green pharmacy', 61), ('aroma', 57), ('powermate', 56), ('arctic', 53), ('saraya', 53), ('parfum', 53), ('ehrmann', 50), ('farcent', 50), ('karalla', 50), ('chacott', 50), ('pc park', 50), ('amadana', 50)]",pharmaact,[],0
236,skinlife,"[('simlife', 80), ('udilife', 67), ('hi-life', 67), ('sukin', 62), ('skinvill', 62), ('skincure', 62), ('akvile', 57), ('duskin', 57), ('ezlife', 57), ('golife', 57), ('osmile', 57), ('skinpastel', 56), ('hanskin', 53), ('mistine', 53), ('kiwipet', 53), ('dr. skin', 53), ('sparkle', 53), ('corsini', 53), ('sole', 50)]",skinlife,[],0
237,maqpro,"[('maro', 80), ('sapporo', 62), ('man-q', 55), ('tempo', 55), ('jjpro', 55), ('onpro', 55), ('aroma', 55), ('carome.', 50), ('aronyx', 50), ('mandom', 50), ('bmxmao', 50), ('lapolo', 50), ('joearo', 50), ('aroy-d', 50), ('sempio', 50), ('barrio', 50), ('csmart+', 50), ('percol', 50), ('probox', 50)]",maqpro,[],0
238,maquillage,"[('aquagen', 71), ('milklab', 59), ('wellage', 59), ('pet village', 57), ('lebelage', 56), ('avila', 53), ('masil', 53), ('malu wilz', 53), ('milani', 50), ('eilles', 50), ('akvile', 50), ('clayge', 50), ('osmile', 50)]",maquillage,[],0
239,palladio,"[('palladium', 82), ('lador', 62), ('piacelli', 62), ('palmolive', 59), (""d'alba"", 57), ('healthlead', 56), ('karalla', 53), ('matador', 53), ('balzano', 53), ('dtaudio', 53), ('aibo', 50), ('ayerllan', 50), ('play station', 50), ('dior', 50), ('alcatroz', 50), ('aito', 50), ('azio', 50), ('fala', 50), ('nanolabo', 50)]",palladio,[],0
240,uniqman,"[('antian', 62), ('puma', 55), ('luna', 55), ('fujimaru', 53), ('unimat riken', 53), ('sillymann', 50), ('isana', 50), ('uni water', 50), ('sukin', 50), ('man-q', 50), ('nokia', 50), ('envin', 50), ('nailmatic', 50), ('akuma', 50), ('sigma', 50), ('osuma', 50)]",uniqman,[],0
241,heartfelt,"[('healthlife', 63), ('catfeet', 62), ('ariel', 57), ('hereu', 57), ('arcticpet', 56), ('ardell', 53), ('ferrarelle', 53), ('arnest', 53), ('amstel', 53), ('healthlead', 53), ('neatex', 53), ('petest', 53), ('argelan', 50), ('yeaster', 50), ('farcent', 50), ('che gel', 50), ('chacott', 50), ('cheersjelly', 50), ('attento', 50)]",heartfelt,[],0
242,oven-baked,"[('bb love', 59), ('baekoksaeng', 57), ('venus marble', 55), (""john's blend"", 55), ('haken', 53), ('aiken', 53), ('new beads', 53), ('black ice', 53), ('ad-rocket', 53), ('black monster', 52), ('bladez', 50), ('akvile', 50), ('andzen', 50), ('relove', 50), ('urban veda', 50), ('beloved&co', 50), ('ecover', 50)]",oven-baked,[],0
243,hiles,"[('eilles', 73), ('shills', 73), ('hi-life', 67), ('s+miracle', 57), ('cheers', 55), ('isleaf', 55), ('akvile', 55), ('huxley', 55), ('lestar', 55), ('lole’s', 55), ('snails', 55), ('lafe’s', 55), ('osmile', 55), ('chifure', 50), ('haglofs', 50), ('hoi', 50), ('goodies', 50), ('udilife', 50), ('saholea', 50)]",hiles,[],0
244,sabon,"[('aibo', 67), ('sony', 67), ('saba', 67), ('bone', 67), ('swanson', 67), ('dyson', 60), ('isana', 60), ('sakio', 60), ('abuns', 60), ('sugao', 60), ('staub', 60), ('solan', 60), ('mellsavon', 57), ('nail labo', 57), ('bon aroma', 57), ('avalon', 55), ('aronyx', 55), ('bonika', 55), ('lavons', 55)]",sabon,[],0
245,breeza,"[('baby brezza', 59), ('greenpan', 57), ('biore', 55), ('three', 55), ('fresa', 55), ('brita', 55), ('remax', 55), ('burge', 55), ('freiz', 55), ('edeka', 55), ('cabreiroa', 53), ('refine', 50), ('za', 50), ('reebok', 50), ('realme', 50), ('bladez', 50), ('barrier repair', 50), ('beauty', 50), ('lirene', 50)]",breeza,[],0
246,patto,"[('pato.pato', 71), ('aito', 67), ('attento', 67), ('rasto', 60), ('lotto', 60), ('teteo', 60), ('petio', 60), ('play station', 59), ('k-palette', 57), ('zettoc', 55), ('ducato', 55), ('plants', 55), ('petest', 55), ('ptnano', 55), ('watsons', 50), ('catfeet', 50), ('aoc', 50), ('chacott', 50), ('matador', 50)]",patto,[],0
247,boneplus,"[('bone', 67), ('life-do.plus', 60), ('leun plus', 59), ('g-plus', 57), ('21plus', 57), ('one', 55), ('bioliss', 53), ('beanies', 53), ('voluspa', 53), ('bronson', 53), ('bioneed', 53), ('mr.bone', 53), ('botanist', 50), ('converse', 50), ('a-star bones', 50), ('ogeu', 50), ('push!', 50), ('plas', 50)]",boneplus,[],0
248,r.o.c.s,"[('t core', 62), ('k.c.dog', 57), ('corsini', 57), ('corsica', 57), ('ecos', 55), ('converse', 53), ('t.c.star', 53), ('crest', 50), ('rosy rosa', 50), ('cooler master', 50), ('dr.choice', 50), ('ms.cosmed', 50), ('orasi', 50)]",r.o.c.s,[],0
249,vosun,"[('osun', 89), ('suuen', 60), ('sukin', 60), ('etvos', 60), ('goshu', 60), ('fasun', 60), ('devon', 60), ('osuma', 60), ('evolution', 57), ('avalon', 55), ('velcos', 55), ('lavons', 55), ('suunto', 55), ('uno', 50), ('unt', 50), ('thomson', 50), ('voluspa', 50), ('one', 50), ('bronson', 50)]",vosun,[],0
250,hau sanh,"[('sang-a', 71), ('asahi', 62), ('sant’anna', 59), ('rausch', 57), (""hunt's"", 57), ('a star', 57), ('hanskin', 53), ('tarn ju', 53), ('aquagen', 53), ('artisan', 53), ('van pur', 53), ('dr.satin', 50), ('haru', 50), ('play station', 50), ('casa', 50), ('may shop', 50), ('sasa', 50), ('push!', 50), ('haba', 50)]",hau sanh,[],0
251,woman method,"[('ehrmann', 53), ('thomson', 53), ('amino mason', 52), ('cosmetex roland', 52), ('tom ford', 50), ('doggyman', 50), ('pony memebox', 50), ('wonder trend', 50), ('moma', 50), ('motorola', 50), ('tomomasu', 50), ('pettyman', 50)]",woman method,[],0
252,nature tree,"[('nature republic', 69), ('naturehike', 67), ('naturie', 67), ('natureby', 63), ('natures care', 61), ('natures organics', 59), ('nature garden', 58), ('the laundress', 58), ('nursery', 56), ('hair recipe', 55), ('from nature', 55), ('nature face', 55), ('atorrege ad+', 55), (""pure'n soft"", 55), ('natura siberica', 54), ('the saem', 53), ('naturals', 53), ('tresemme', 53), ('the ordinary', 52)]",nature tree,[],0
253,simple life,"[('life-do.plus', 61), ('time leisure', 61), ('lafe’s', 59), ('pure smile', 57), ('super love', 57), ('simlife', 56), ('leun plus', 50), ('wide view', 50), (""lassie'el"", 50), ('ice river', 50)]",simple life,[],0
254,pure mind,"[('super mild', 63), ('handpurena', 63), ('pure', 62), (""pure'n soft"", 60), ('skincure', 59), ('amazin graze', 57), ('midea', 57), ('miine', 57), ('peach and', 56), ('medi-peel', 56), ('miss rose', 56), ('5mins shaper pro', 56), ('pureal', 53), ('chifure', 50), ('mr&miss', 50), ('pink by pure beauty', 50), ('premiumcare', 50), ('mistine', 50), ('naturie', 50)]",pure mind,[],0
255,wet n wild,"[('wild calling', 55), ('wide view', 53), ('weleda', 50)]",wet n wild,[],0
256,cath kidston,"[('kit cat', 74), ('kitchen art', 61), ('tiki cat', 60), ('a’kin', 59), ('watsons', 53), ('thomson', 53), ('artisan', 53), ('cj lion', 53), ('create dentfine', 52), ('champion', 50), ('cat chow', 50), ('play station', 50), ('his cafe', 50), ('aito', 50), ('capitano', 50), ('hito', 50)]",cath kidston,[],0
257,lg,"[('logos', 57), ('go!', 50), ('lb', 50), ('g7', 50), ('gw', 50), ('clayge', 50), ('sl', 50), ('pl', 50)]",lg,[],0
258,mdovia,"[('modori', 67), ('madonna', 62), ('vita', 60), ('miau', 60), ('muva', 60), ('moma', 60), ('acmedica', 57), ('amida', 55), ('avila', 55), ('nokia', 55), ('zoeva', 55), ('daodi', 55), ('midea', 55), ('ediya', 55), ('milani', 50), ('adidas', 50), ('missha', 50), ('frudia', 50), ('mandom', 50)]",mdovia,[],0
259,romand,"[('aroma', 73), ('mandom', 67), ('bon aroma', 67), ('joroma', 67), ('aroma zone', 62), ('ehrmann', 62), ('coleman', 62), ('oneroad', 62), ('moma', 60), ('rcma', 60), ('omax', 60), ('doggyman', 57), ('orion', 55), ('derma', 55), ('man-q', 55), ('iroka', 55), ('remax', 55), ('romix', 55), ('solan', 55)]",romand,[],0
260,sony,"[('pony', 75), ('dyson', 67), ('sabon', 67), ('honey', 67), ('solan', 67), ('downy', 67), ('aronyx', 60), ('sneaky', 60), ('disney', 60), ('oxy', 57), ('nyx', 57), ('one', 57), ('mon', 57), ('watsons', 55), ('thomson', 55), ('bronson', 55), ('swanson', 55), ('oshimon', 55), ('soto', 50)]",sony,[],0
