,index,name,clean_name
15898,61333,110566240039 foxxray fxr-bmp-56銀月獵狐電競滑鼠組合包,foxxray fxrbmp56銀月獵狐電競滑鼠組合包
15899,61334,【msi 微星】mag codex s 10sa-204tw 10代電競桌上型電腦(i5-10400f/8g/1t+256g ssd/gtx 1650-4g/win10),msi 微星mag codex s 10sa204tw 10代電競桌上型電腦i510400f1t ssdgtx 1650win10
15900,61341,170765@牛頭牌209沙茶醬(辣)250g,牛頭牌209沙茶醬辣
15901,61349,pet580  黑松茶花綠茶,pet580  黑松茶花綠茶
15902,61350,【alpecin】咖啡因洗髮露250ml三入組(c1一般型/運動型任選),alpecin咖啡因洗髮露三入組c1一般型運動型
15903,61352,大同43型液晶顯示器(視訊盒選購),大同43型液晶顯示器視訊盒選購
15904,61365,【迎新年★下單抽dyson吸塵器】3m 淨呼吸fa-h210靜電活性碳複合濾網(h210-caf),迎新年抽dyson吸塵器 淨呼吸fah210靜電活性碳複合濾網h210caf
15905,61366,adidas stan smith 經典鞋 女 fw2443-uk4.5(23cm),adidas stan smith 經典鞋 女 fw2443uk45
15906,61377,tcfs華麗搖滾雙頭防水染眉膏#02深棕,tcfs華麗搖滾雙頭防水染眉膏02深棕
15907,61380,美國aoc 40吋fhd液晶顯示器+視訊盒40m3080-網,美國aoc fhd液晶顯示器視訊盒3080網
15908,61391,adidas adicolor 長袖上衣 女 fm3290,adidas adicolor 長袖上衣 女 fm3
15909,61393,ps5 主機 台灣公司貨 ps5 原價預購賣場(依照每批到貨數量分配)【就是要玩】,ps5 主機 台灣公司貨 ps5 原價預購賣場依照每批到貨數量分配就是要玩
15910,61398,羅技 g512 rgb機械式遊戲鍵盤-gx線性軸 型號:920-009376,羅技 g512 rgb機械式遊戲鍵盤gx線性軸 型號920
15911,61403,"【under armour】女 vibe sprt休閒慢跑鞋(3021476-104,regular)",under armour女 vibe sprt休閒慢跑鞋4regular
15912,61407,24h 肌膚友善礦物保濕粉餅 口袋版 明亮色spf45pa++,肌膚友善礦物保濕粉餅 口袋版 明亮色spf45pa
15913,61408,我的心機 超能保濕鎖水3安瓶3面膜組,我的心機 超能保濕鎖水3安瓶3面膜組
15914,61411,422772@飛利浦hd2105~c智慧萬用鍋,飛利浦hd2105c智慧萬用鍋
15915,61416,(快倉)【台灣三洋 sanlux】98公升變頻冰箱(sr-c98a1),快倉台灣三洋 sanlux變頻冰箱src98a1
15916,61417,nailholic指甲油406-5ml,nailholic指甲油406
15917,61418,美琪抗菌沐浴680海洋,美琪抗菌沐浴680海洋
15918,61419,【微星平台】{聖俠戰士}i7八核gtx1660獨顯電腦(i7-10700f/16g/gtx1660/512g_ssd),微星平台聖俠戰士i7八核gt660獨顯電腦i710700fgt660ssd
15919,61426,1028 ph75 深層清潔眼唇卸妝液ex版 190ml,1028 ph75 深層清潔眼唇卸妝液ex版
15920,61427,羅技g402電競滑鼠,羅技g402電競滑鼠
15921,61431,(e)超級香雞腿(犬)罐no.5-雞腿+亞麻仁籽85g,e超級香雞腿犬罐no5雞腿亞麻仁籽
15922,61434,perfect極緻316不銹鋼萬能鍋30cm,perfect極緻316不銹鋼萬能鍋
15923,61435,代收代付 - new balance 休閒鞋 327 女鞋 藍 黃 大n 膠底 復古 運動鞋【acs, new balance 休閒鞋 327 女鞋 藍 黃 大n 膠底 復古 運動鞋acs
15924,61436,electrolux超級完美管家吸塵器(鋼鐵灰) 型號:zb3301,electrolux超級完美管家吸塵器鋼鐵灰 型號zb3
15925,61443,七星e-9香菸9毫克,七星e9香菸
15926,61451,【hitachi 日立】8公升一級能效除濕機(rd-16fq/rd-16fr),hitachi 日立一級能效除濕機rd16fqrd16fr
15927,61453,1028 放色線激穩抗震眼線液-玫瑰棕,1028 放色線激穩抗震眼線液玫瑰棕
15928,61454,【safeway數位】複合型4in1保險套(12入裝-12hr),safeway數位複合型4in1保險套裝12hr
15929,61456,【nike】air tailwind 79 休閒鞋 經典 簡約 麂皮 奶茶 男女鞋 -487754100,nikeair tailwind 79 休閒鞋 經典 簡約 麂皮 奶茶 男女鞋 
15930,61465,hitachi日立 313l 變頻雙門電冰箱 rbx330(聊聊享優惠)(預購3月),hitachi日立  變頻雙門電冰箱 rb30聊聊享優惠預購3月
15931,61474,【new widetech 威技】貨物稅減免$500一級能效6公升除濕機(wdh-126h),new widetech 威技貨物稅減免500一級能效除濕機wdh126h
15932,61477,白粉光蔘靈芝雞精9p禮,白粉光蔘靈芝雞精9p禮
15933,61482,hope-girl~3d立體腮紅蜜粉(03-girly-pink)5g,hopegirl3d立體腮紅蜜粉03girlypink
15934,61487,花香5原效洗髮乳200g茉莉花香,花香5原效洗髮乳茉莉花香
15935,61489,tcfs華麗搖滾雙頭防水染眉膏-03淺棕,tcfs華麗搖滾雙頭防水染眉膏03淺棕
15936,61492,【福利品】apple iphone 11 pro max 256gb 6.5吋智慧機-金色,福利品apple iphone 11 pro max b 智慧機金色
15937,61499,sampo聲寶 25l微電腦微波爐re-n825tm【愛買】,sampo聲寶 微電腦微波爐ren825tm愛買
15938,61502,【panasonic 國際牌】10公升智慧節能清淨除濕機(f-y20jh),panasonic 國際牌智慧節能清淨除濕機fy20jh
15939,61503,apple iphone 12 pro max 128g 6.7吋智慧型手機-銀色系,apple iphone 12 pro max  智慧型手機銀色系
15940,61506,羅技m331無線靜音滑鼠(黑),羅技m331無線靜音滑鼠黑
15941,61507,heme 經典緞光唇膏 - 曙光 102 35g,heme 經典緞光唇膏  曙光 102
15942,61510,catrice裸肌柔霧粉底液015(30ml),catrice裸肌柔霧粉底液015
15943,61513,【chimei 奇美】1.5l五心級智能溫控不鏽鋼快煮壺(kt-15mdt0),chimei 奇美五心級智能溫控不鏽鋼快煮壺ktdt0
15944,61515,medi flower 秘密花園護手霜禮盒 5支入24h出貨 台灣現貨【小麥購物】【s028】護手霜 禮盒,medi flower 秘密花園護手霜禮盒  台灣小麥購物s028護手霜 禮盒
15945,61521,panasonic國際牌 25l微波爐 nn-st34h  nn-sm33h 公司貨,panasonic國際牌 微波爐 nnst34h  nnsm33h 公司貨
15946,61522,羅技 m350 鵝卵石無線滑鼠 薄荷綠,羅技 m350 鵝卵石無線滑鼠 薄荷綠
15947,61523,嬌生ph5.5沐浴乳潤100,嬌生ph55沐浴乳潤
15948,61524,【adidas官方旗艦館 】童鞋 superstar 360 經典鞋 男童/女童(fv3435),adidas官方旗艦館 童鞋 superstar 360 經典鞋 男童女童fv3435
15949,61525,i'm meme我愛水凝雪酪氣墊粉餅002自然,im meme我愛水凝雪酪氣墊粉餅002自然
15950,61537,msi微星 2077之狂 (i7-10700f 八核心(無內顯)/無系統/套裝電腦/原價屋) 【活動贈】,msi微星 2077之狂 i710700f 八核心無內顯無系統套裝電腦原價屋 活動贈
15951,61539,heme 輕吻絲絨唇釉 56g - 11 熾熱,heme 輕吻絲絨唇釉   11 熾熱
15952,61545,【春節不打烊★2/1-2/28送2000元mo幣★toshiba 東芝】14公斤變頻直立式洗衣機aw-dg14wag(kk),春節不打烊21228送mo幣toshiba 東芝變頻直立式洗衣機awdg14wagkk
15953,61546,chimei奇美 手持多功能強力氣旋吸塵器 vc-hb1ph0,chimei奇美 手持多功能強力氣旋吸塵器 vchb1ph
15954,61547,【nutro 美士】全護營養 室內成貓(雞肉+糙米) 14lb 貓飼料 飼料(a632c16),nutro 美士全護營養 室內成貓雞肉糙米 b 貓飼料 飼料a632c16
15955,61552,【atunas 歐都納】男款polartec micro長袖保暖立領拉鍊衫(a1ps1915m藍條/柔軟刷毛/透氣舒適快乾/休閒),atunas 歐都納男款polartec micro長袖保暖立領拉鍊衫a1ps藍條柔軟刷毛透氣舒適快乾休閒
15956,61553,花仙子 天然植萃0室內擴香-清新綠茶(100ml),花仙子 天然植萃0室內擴香清新綠茶
15957,61557,【logitech 羅技】m90 usb光學有線滑鼠(910-002340),logitech 羅技m90 usb光學有線滑鼠910
15958,61569,110267240507 e-power 灰/ep605六鍵式光學滑鼠/usb,epower 灰ep605六鍵式光學滑鼠usb
15959,61574,《shu uemura 植村秀》無極限超時輕粉底spf24/pa+++(#664)5ml*2,shu uemura 植村秀無極限超時輕粉底spf24pa664
15960,61576,曼秀雷敦 水潤肌 柔光透亮防曬飾底凝露 水感 防水 抗汗 清爽 spf50+ pa++++ 80g (現貨),曼秀雷敦 水潤肌 柔光透亮防曬飾底凝露 水感 防水 抗汗 清爽 spf50 pa  
15961,61585,apple iphone 12 256g 6.1吋智慧型手機-黑色,apple iphone 12  智慧型手機黑色
15962,61597,【hitachi 日立】10公升一級能效除濕機(rd-200hg),hitachi 日立一級能效除濕機rd200hg
15963,61598,adidas 休閒鞋 i-5923 復古 男鞋-us11=腳長29cm,adidas 休閒鞋 i5923 復古 男鞋us11=腳長
15964,61601,【hilltop 山頂鳥】女款zisofit吸濕保暖刷毛外套(h22ft7綠),hilltop 山頂鳥女款zisofit吸濕保暖刷毛外套h22ft7綠
15965,61602,【人生製藥】維他命b1 100粒,人生製藥維他命b1
15966,61604,293119@diadora運動鞋#790 6640,diadora運動鞋790 6
15967,61608,【aveeno 艾惟諾】艾惟諾聖誕限量存錢筒禮盒-2020(高效舒緩護手霜100g+燕麥保濕乳30g),aveeno 艾惟諾艾惟諾聖誕限量存錢筒禮盒2020高效舒緩護手霜燕麥保濕乳
15968,61612,1028 飛激長瞬翹防水睫毛膏(濃縮咖),1028 飛激長瞬翹防水睫毛膏濃縮咖
15969,61617,露華濃經典璀璨唇膏-535蘭姆酒紅,露華濃經典璀璨唇膏535蘭姆酒紅
15970,61618,686534@h澡享沐浴乳 牡丹小蒼蘭1000,h澡享沐浴乳 牡丹小蒼蘭1
15971,61621,0.33公升瓶裝台灣生啤酒(18天)(紙箱裝),瓶裝台灣生啤酒18天紙箱裝
15972,61622,露華濃超持色迷你精裝8色眼影盤-930 大地色彩,露華濃超持色迷你精裝8色眼影盤930 大地色彩
15973,61624,【lotto】男 lt20 氣墊跑鞋(黑/紅-lt0amr2390),lotto男 lt20 氣墊跑鞋黑紅lt0amr2390
15974,61632,apple iphone 12 64g 5g手機,apple iphone 12  手機
15975,61633,艾森絲再見唇印霧感持色唇釉09[3ml],艾森絲再見唇印霧感持色唇釉09
15976,61640,柏萊富無榖室內成貓(雞肉+白鮭魚)4b,柏萊富無榖室內成貓雞肉白鮭魚4b
15977,61641,質立希臘式優格(無加糖)(4℃/150g),質立希臘式優格無加糖4℃
15978,61642,【nuit 努特】祕密花園波浪型獨立筒充氣床 l 波浪型拉帶充氣床墊(ntb67),nuit 努特祕密花園波浪型獨立筒充氣床 l 波浪型拉帶充氣床墊ntb67
15979,61645,sharp夏普 無孔槽變頻 12kg 直立洗衣機 es-asf12t,sharp夏普 無孔槽變頻  直立洗衣機 esasf12t
15980,61656,za油光bye2清透粧前乳n【康是美】,za油光bye2清透粧前乳n康是美
15981,61657,oppo reno4 z (8g/128g) 6.57吋5g四鏡頭手機-墨秀黑,oppo reno4 z  四鏡頭手機墨秀黑
15982,61660,舒位薄膜衛生套g002標準型6入,舒位薄膜衛生套g002標準型
15983,61662,櫻花g-5203安全爐,櫻花g5203安全爐
15984,61665,【philips 飛利浦】樂活迷你果汁機hr2850(附切碎杯組+濾網),philips 飛利浦樂活迷你果汁機hr2850附切碎杯組濾網
15985,61667,【11_st】新款秒殺現貨速寄 日本 bcl saborino 早安面膜  縮時懶人面膜 面膜 8款 限定 奢華版,11st新款秒殺速寄 日本 bcl saborino 早安面膜  縮時懶人面膜 面膜  限定 奢華版
15986,61673,t51.8 尊爵g6香菸5毫克(包),t518 尊爵g6香菸包
15987,61674,代收代付 - 【力奇】st幸福貓 無穀貓餐包85g*12包組 【添加omega 3】超取限4組 (c, 力奇st幸福貓 無穀貓餐包組 添加omega 3超取限 c
15988,61675,"統一純喫茶(紅茶4℃,481ml 毫升",統一純喫茶紅茶4℃ 毫升
15989,61676,converse 男女 1970s 高筒黑(新) 帆布鞋(高筒) - 162050c,converse 男女 1970s 高筒黑新 帆布鞋高筒  c
15990,61679,redmi note 9 pro 熱帶綠,redmi note 9 pro 熱帶綠
15991,61682,【莊頭北】斜背直吸式不鏽鋼排油煙機80cm(tr-5301 限北北基原廠基本安裝),莊頭北斜背直吸式不鏽鋼排油煙機tr5301 限北北基原廠基本安裝
15992,61685,元山11人份不銹鋼電鍋 型號:ys-5112rc,元山不銹鋼電鍋 型號ys5112rc
15993,61692,integrate柔焦輕透美肌粉底液持粧限定組oc10 30ml1g,integrate柔焦輕透美肌粉底液持粧限定組oc10
15994,61693,米家無線吸塵器g10 - 28673,米家無線吸塵器g10  28
15995,61700,cezanne 潤彩唇膏 105-105,cezanne 潤彩唇膏 105
15996,61703,伊萊克斯pure i9.2 掃地機器人超值配件組erk3,伊萊克斯pure i92 掃地機器人超值配件組erk
15997,61709,【迎新年★下單抽dyson吸塵器】3m sqc前置pp濾心3rs-f001-5(1年份超值3入組),迎新年抽dyson吸塵器 sqc前置pp濾心3rsf00151年份超值組
15998,61711,【skechers】跑步系列 go trail 2(54120bbk),skechers跑步系列 go trail 254120bbk
15999,61714,【under armour】ua 男 sportstyle pique fleece 圓領運動衣_1351094-331(軍綠),under armourua 男 sportstyle pique fleece 圓領運動衣1軍綠
16000,61715,za旋轉眉筆br611[0.17g],za旋轉眉筆br611
16001,61723,corsair k70 rgb mk.2 機械式電競鍵盤-銀軸/中文,corsair k70 rgb mk2 機械式電競鍵盤銀軸中文
16002,61730,698584@m 寶馬香菸1毫克20ps,m 寶馬香菸20ps
16003,61737,apple iphone 12 (128g)-藍色(mgje3ta/a),apple iphone 12 藍色mgje3taa
16004,61745,kose雪肌精潤白保濕bb霜[30g/02自然色/spf40‧pa+++],kose雪肌精潤白保濕bb霜02自然色spf40‧pa
16005,61750,【鍋寶】金鑽不沾覆底炒鍋組28cm-玫瑰金 eo-ns8128pli28sp005,鍋寶金鑽不沾覆底炒鍋組玫瑰金 eons8128pli28sp
16006,61751,samsung s21 ultra (12g/256g) 6.8吋手機-星魅黑,samsung s21 ultra  手機星魅黑
16007,61753,《免運費❗德爾瑪無線吸塵器》一機多用/強大吸力 小米有品德爾瑪無線吸塵器 vc01 vc20 手持無線吸塵器 無線,免運費❗德爾瑪無線吸塵器一機多用強大吸力 小米有品德爾瑪無線吸塵器 vc01 vc20 手持無線吸塵器 無線
16008,61756,cryorig  xt90 rgb   風扇,cryorig  xt90 rgb   風扇
16009,61762,【lion 獅王】抗菌濃縮洗衣精 1+10件組(900gx1瓶+720gx10包),lion 獅王抗菌濃縮洗衣精 1組
16010,61765,esense 3700復古圓形標準鍵盤-綠 型號:13-eok370gn,esense 3700復古圓形標準鍵盤綠 型號13eokn
16011,61770,acer 筆記型電腦-swift系列 型號:sf314-59-53h4銀 [evo],acer 筆記型電腦swift系列 型號sf3145953h4銀 evo
16012,61774,豆乳美肌q10深層洗面乳150g,豆乳美肌q10深層洗面乳
16013,61777,義大利萊卡 專業級低溫熟成料理機laica svc2001(舒肥sous vide),義大利萊卡 專業級低溫熟成料理機laica svc2001舒肥sous vide
16014,61778,【小小petit】夏日煙火 0610(水性無毒可剝式指甲油 孕婦兒童安全使用),小小petit夏日煙火 0610水性無毒可剝式指甲油 孕婦兒童安全使用
16015,61779,adidas ultraboost 20 跑鞋 男 fv8333-uk 8,adidas ultraboost 20 跑鞋 男 fv8333uk 
16016,61780,台鹽 絲易康60植萃洗髮精-控油抗屑350ml,台鹽 絲易康60植萃洗髮精控油抗屑
16017,61790,lg 17公斤蒸善美dd直驅變頻洗衣機 型號:wt-sd179hvg,lg 蒸善美dd直驅變頻洗衣機 型號wtsd179hvg
16018,61791,康貝特200p飲料180ml,康貝特200p飲料
16019,61797,etude~增量版素描高手眉筆(03-咖啡),etude增量版素描高手眉筆03咖啡
16020,61803,【isdin怡思丁】怡思丁4效合一卸妝潔膚水 400ml 三件組,isdin怡思丁怡思丁4效合一卸妝潔膚水  三件組
16021,61816,dyson sv18 digital slim fluffy 無線吸塵器(銅色),dyson sv18 digital slim fluffy 無線吸塵器銅色
16022,61817,excel 藝采單色眼影f06耀灼火橘,excel 藝采單色眼影f06耀灼火橘
16023,61826,林鳳營全脂1/2加,林鳳營全脂12加
16024,61827,【nike 耐吉】籃球鞋 air jordan 1 喬丹 一代 黑棕 麂皮 中筒 男女(db5453-700),nike 耐吉籃球鞋 air jordan 1 喬丹 一代 黑棕 麂皮 中筒 男女db
16025,61828,3m 8度角潔效抗菌牙刷- 小刷頭纖細尖柔毛(1入),8度角潔效抗菌牙刷 小刷頭纖細尖柔毛
16026,61834,converse ctas cx ox 低筒 百搭 休閒鞋 灰綠-170139c-us8.5=27c,converse ctas cx ox 低筒 百搭 休閒鞋 灰綠cus85=27c
16027,61837,iphone 12 pro max gold 256gb-twn,iphone 12 pro max gold btwn
16028,61840,realme x3 s855+四鏡頭全速旗艦機(8g+128g)-極地白-網,realme  s855四鏡頭全速旗艦機極地白網
16029,61841,【rough99】wieden 川越 正品公司貨 謎漾炫彩髮浴 400ml 洗髮精 補色洗,rough99wieden 川越 正品公司貨 謎漾炫彩髮浴  洗髮精 補色洗
16030,61842,【reebok官方旗艦館】經典鞋 男童/女童(fv1561),reebok官方旗艦館經典鞋 男童女童fv1561
16031,61850,媚比琳反孔特霧無瑕嫩粉餅spf32 pa+++ 110白皙色 9g,媚比琳反孔特霧無瑕嫩粉餅spf32 pa 110白皙色
16032,61852,【enne】德國304不鏽鋼蜂巢不沾炒鍋32公分附玻璃蓋(好禮二選一),enne德國304不鏽鋼蜂巢不沾炒鍋附玻璃蓋好禮二選一
16033,61856,國-激抗痕-亮采緊緻乳液spf30-75ml,國激抗痕亮采緊緻乳液spf30
16034,61861,【大家源】不鏽鋼碎冰果汁機(tcy-6735),大家源不鏽鋼碎冰果汁機tcy6735
16035,61862,舊街場3合1天然蔗糖白咖啡[36gx15包/袋],舊街場3合1天然蔗糖白咖啡
16036,61870,electrolux 伊萊克斯1.7l智慧溫控電茶壺eek7700s,electrolux 伊萊克斯智慧溫控電茶壺eek7700s
16037,61872,【zenn.th】鏡光玻璃水唇釉602-meet 爛番茄色 3.1ml(萬年不敗款 水光薄透),zennth鏡光玻璃水唇釉602meet 爛番茄色 萬年不敗款 水光薄透
16038,61879,adidas ub jkt cb 運動外套 連帽鋪棉外套 彭于晏實穿款 gu1739 灰x黑【isport愛運動】,adidas ub jkt cb 運動外套 連帽鋪棉外套 彭于晏實穿款 gu1739 灰x黑isport愛運動
16039,61882,【heran 禾聯】四人份自動式研磨咖啡機(hcm-07c6),heran 禾聯四人份自動式研磨咖啡機hcm07c6
16040,61890,panasonic 38公升大烤箱 - nb-h3801,panasonic 大烤箱  nbh3
16041,61895,【【春節不打烊★lg 樂金】】821公升◆wifi門中門對開冰箱◆星辰銀(gr-dl88sv),春節不打烊lg 樂金wifi門中門對開冰箱星辰銀grdl88sv
16042,61899,日本p&g ariel 3d洗衣球 淨白消臭2入組(共92顆) 【$5.8/顆】,日本pg ariel 3d洗衣球 淨白消臭組共 58顆
16043,61911,0。03超薄保險套,0。03超薄保險套
16044,61912,【new balance】慢跑鞋 703 wl703bcb 運動 女鞋 紐巴倫 輕量 舒適 球鞋 穿搭 簡約 白 銀(wl703bcb),new balance慢跑鞋 703 wl703bcb 運動 女鞋 紐巴倫 輕量 舒適 球鞋 穿搭 簡約 白 銀wl703bcb
16045,61913,力保美達150ml(新)(24),力保美達新24
16046,61920,jvc 65型量子廣色域4k hdr聯網wifi顯示器 型號:65kqd,jvc 65型量子廣色域4k hdr聯網wifi顯示器 型號65kqd
16047,61931,【日本味王】維生素d陽光錠800iu(30粒)x3盒(提升保護力 素食可食),日本味王維生素d陽光錠800iu提升保護力 素食可食
16048,61932,統一lp33優酪乳無糖,統一lp33優酪乳無糖
16049,61935,聲寶 12.5公斤單槽洗衣機 型號:es-b13f,聲寶 單槽洗衣機 型號esb13f
16050,61936,p&g_ariel新3室內晾衣專用3d洗衣膠球32p補,pgariel新3室內晾衣專用3d洗衣膠球32p補
16051,61942,垣戊 球型旋轉翻炒氣炸鍋(經典版) 型號:cu-9998,垣戊 球型旋轉翻炒氣炸鍋經典版 型號cu9
16052,61950,677569@黑人兒童牙刷2入纖柔毛6 10,黑人兒童牙刷纖柔毛6 
16053,61951,nike air max 97 lx 女休閒鞋-黑-cv9552001-us8.5=25.5cm,nike air max 97 lx 女休閒鞋黑cvus85=
16054,61953,iphone 12 pro max silvr 128gb-twn,iphone 12 pro max silvr btwn
16055,61956,logitech 羅技 黑 mx master3 無線滑鼠 usb 藍芽 辦公 鼠王 高效 10m,logitech 羅技 黑 mx master3 無線滑鼠 usb 藍芽 辦公 鼠王 高效
16056,61957,1028放色線激穩抗震眼線液(dc01濃可可),1028放色線激穩抗震眼線液dc01濃可可
16057,61958,pri指甲油32-12ml,pri指甲油32
16058,61960,samsung galaxy a71 5g (6g/128g) 6.7吋智慧手機-冰礦黑,samsung galaxy a71   智慧手機冰礦黑
16059,61969,【未來實驗室】namid1水離子吹風機 吹風機 水離子 保濕  智能控溫 低分貝,未來實驗室namid1水離子吹風機 吹風機 水離子 保濕  智能控溫 低分貝
16060,61974,skinfood雪芙蕎麥蜜粉 40 清透紫升級版,skinfood雪芙蕎麥蜜粉 40 清透紫升級版
16061,61975,【elixir 怡麗絲爾】年度熱銷no1.-澎彈金三角-滋潤型(保濕水170ml+保濕乳130ml+美肌乳35ml+淨白凍膜105g),elixir 怡麗絲爾年度熱銷no1澎彈金三角滋潤型保濕水保濕乳美肌乳淨白凍膜
16062,61978,阿q桶麵_紅椒牛肉風味(3碗/組),阿q桶麵紅椒牛肉風味3碗
16063,61979,ahc 瞬效保濕b5微導 玻尿酸精華 30ml【康是美】[買1送1][下單1出貨2],ahc 瞬效保濕b5微導 玻尿酸精華 康是美12
16064,61981,微星msi clutch gm08電競滑鼠 型號:clutch gm08,微星msi clutch gm08電競滑鼠 型號clutch gm
16065,61986,【日本ryobi】高壓清洗機120bar 可調水壓/附輪子 ajp-1620,日本ryobi高壓清洗機120bar 可調水壓附輪子 ajp1
16066,61993,高保濕修護精華粉底-升級版 spf40 pa+++-嫩芽 beige,高保濕修護精華粉底升級版 spf40 pa嫩芽 beige
16067,61995,acer sf514-54gt-76yc 藍(i7-1065g7/16g/mx350-2g/512g pcie/w10/fhd/14/990g),acer sf514t76yc 藍i77m50 pciew10fhd14
16068,62000,banana boat香蕉船運動系列酷涼防曬噴霧 spf50 pa,banana boat香蕉船運動系列酷涼防曬噴霧 spf50 pa
16069,62002,快睿 qf120 高效版(performance)/12cm風扇,快睿 qf120 高效版performance風扇
16070,62010,【arlink】健康大容量氣炸鍋ec-350(氣炸鍋),arlink健康大容量氣炸鍋ec350氣炸鍋
16071,62023,vaseline 乳液 3pk,vaseline 乳液 3pk
16072,62024,七星實驗室m5呱綠,七星實驗室m5呱綠
16073,62029,沙宣1300瓦特陶瓷摺疊吹風機 vs157rdrw,沙宣1300瓦特陶瓷摺疊吹風機 vs157rdrw
16074,62031,統一 h2o純水5.8l,統一 h2o純水
16075,62032,送贈品 hills 希爾思 7156 成貓 毛球控制 雞肉特調 1.59kg/3lb 寵物 貓飼料,送贈品 hills 希爾思 7156 成貓 毛球控制 雞肉特調 b 寵物 貓飼料
16076,62036,samsung galaxy a71 5g (8g/128g) 6.7吋四鏡頭智慧型手機-冰礦銀,samsung galaxy a71   四鏡頭智慧型手機冰礦銀
16077,62037,【skechers】女童系列 twi-lites 2.0 燈鞋(314401lslpk),skechers女童系列 twilites 20 燈鞋slpk
16078,62038,【philips 飛利浦】飛利浦龍頭型5重過濾淨水器日本原裝 wp3812+濾芯x1(wp3812-1+1),philips 飛利浦飛利浦龍頭型5重過濾淨水器日本原裝 wp3812濾芯wp
16079,62043,台灣現貨天天寄【枕邊玩物】美茜兒星空立體v臉四色修容粉陰影鼻側影高光美妝彩妝修容盤 修容(563)16-0219,台灣天天寄枕邊玩物美茜兒星空立體v臉四色修容粉陰影鼻側影高光美妝彩妝修容盤 修容563160
16080,62050,舒位薄膜衛生套g002極潤型6入,舒位薄膜衛生套g002極潤型
16081,62051,panasonic2門變頻無邊框玻璃冰箱650[*nr-b659tg-t(翡翠棕)],panasonic2門變頻無邊框玻璃冰箱650nrb659tgt翡翠棕
16082,62067,irocks m23r 無線靜音滑鼠-消光黑,irocks m23r 無線靜音滑鼠消光黑
16083,62070,【msi 微星】gf75 10sdr-483tw 17.3吋電競筆電(i7-10750h/16g/512g+1t/gtx1660ti-6g/win10-16g雙碟特仕版),msi 微星gf75 10sdr483tw 電競筆電i710750h1tgt660tiwin10雙碟特仕版
16084,62072,【dr.hsieh 達特醫】labsmart q10精華30ml(無盒),drhsieh 達特醫labsmart q10精華無盒
16085,62073,【converse】chuck 70 ox 低筒 1970 男女休閒鞋 黑(167819c),conversechuck 70 ox 低筒 1970 男女休閒鞋 黑c
16086,62078,存元堂滴雞精  1  入,存元堂滴雞精  1  入
16087,62079,清水星饗鑄造不沾炒鍋33cm[cz-6729],清水星饗鑄造不沾炒鍋cz6729
16088,62089,kazima|特價 adidas 三葉草 gd3537 shmoo 外套 小鬼 開襟外套 夾克 粉綠 綠色 墨綠色 綠,kazima特價 adidas 三葉草 gd3537 shmoo 外套 小鬼 開襟外套 夾克 粉綠 綠色 墨綠色 綠
16089,62090,mkup不怕水粉霧持久唇釉08奶茶裸香檳,mkup不怕水粉霧持久唇釉08奶茶裸香檳
16090,62094,ozbone-卡賀家犬零食-no.17超濃起司雞肉條160g,ozbone卡賀家犬零食no17超濃起司雞肉條
16091,62099,樂扣p&q 鈦金鑄造炒鍋30cm/粉紅[1a01-ltt1305p],樂扣pq 鈦金鑄造炒鍋粉紅1a01ltt1305p
16092,62102,logitech 羅技 mx master 3 無線藍牙滑鼠,logitech 羅技 mx master 3 無線藍牙滑鼠
16093,62104,法國avene 雅漾 全效清爽臉部防曬乳 spf50+ 50ml,法國avene 雅漾 全效清爽臉部防曬乳 spf50
16094,62115,heme 純色腮紅 - 10 honey beige 5.5g,heme 純色腮紅  10 honey beige
16095,62120,nike 男女 air tailwind 79 經典復古鞋-487754100 廠商直送,nike 男女 air tailwind 79 經典復古鞋 廠商直送
16096,62122,【zenn.th】簡單蜜粉餅01-粉膚 10g(輕薄服貼 柔焦妝感),zennth簡單蜜粉餅01粉膚 輕薄服貼 柔焦妝感
16097,62126,gigabyte g34wqc,gigabyte g34wqc
16098,62127,【荷麗美加 官方直營】上麗高效透明光感水防曬60ml(spf50+/pa++++/★★★★),荷麗美加 官方直營上麗高效透明光感水防曬spf50pa
16099,62132,[美國aoc] 55吋4k hdr聯網液晶顯示器+視訊盒55u6090[買就抽tesla特斯拉],美國aoc 4k hdr聯網液晶顯示器視訊盒55u6090買就抽tesla特斯拉
16100,62133,[ifit 微卡] 蒟蒻湯麵系列 (盒/3份入) 叻沙海鮮湯,ifit 微卡 蒟蒻湯麵系列 盒3份入 叻沙海鮮湯
16101,62134,tcfs美術課雲朵柔霧唇釉#4織熱緋紅,tcfs美術課雲朵柔霧唇釉4織熱緋紅
16102,62139,panasonic輕巧吹風機黑 - eh-nd24-k,panasonic輕巧吹風機黑  ehnd24k
16103,62142,代收代付 - 活沛多 金盞花葉黃素 (aw_2016), 活沛多 金盞花葉黃素 aw2016
16104,62144,jvc 43型 4k hdr護眼窄邊框顯示器 型號:43k,jvc 43型 4k hdr護眼窄邊框顯示器 型號43k
16105,62152,maxwell麥斯威爾 3合1/2合1咖啡系列 25包入 無糖2合1/香醇原味/香醇低脂/拿鐵 四款可選 蝦皮24h現貨,maxwell麥斯威爾 3合12合1咖啡系列 入 無糖2合1香醇原味香醇低脂拿鐵 四款可選
