,cleaned_brand,certain,sim
1225,miyoshi,"[('miyoshi玉之肌', 82)]","[('miyoshi玉之肌', 82), ('miyoshi家族石鹼', 78), ('loshi', 67), ('missha', 62), ('msh', 60), ('mistine', 57), ('maychic', 57), ('myhouse', 57), ('heimish', 57), ('loshi樂絲', 57), ('oshimon', 57), ('osim', 55), ('ioio', 55), ('mitsubishi三菱', 53), ('min shiang名象', 53), ('briochin', 53), ('may shop', 53), ('frischli', 53), ('asahi', 50)]"
1226,klorane蔻蘿蘭,[],"[('lancome蘭蔻', 53), ('laneige蘭芝', 53), ('la lune蘭韻', 53), ('jordan', 50), ('lirene', 50), ('fine color', 50), ('flyone', 50), ('lothantique蘿丹緹', 50)]"
1227,fuji,"[('fujiko', 80)]","[('fujiko', 80), ('fujimaru', 67), ('fiji斐濟', 60), ('frudia', 60), ('elujai', 60), ('fujitsu富士通', 57), ('fujitek富士電通', 53), ('fila', 50), ('muji無印良品', 50), ('koji', 50)]"
1228,keyra奇拉,[],"[('kuyura', 62), ('keychron', 53), ('opera', 50), ('derma', 50), ('ediya', 50)]"
1229,黑惡魔,[],[]
1230,me-o咪歐,[],"[('romeo羅蜜歐', 57), ('romeo羅密歐', 57), ('melko', 55), ('menow', 55)]"
1231,corsica科皙佳,"[('corsica', 82)]","[('corsica', 82), ('corsini', 59), ('orasi', 53), ('corsair海盜船', 50), ('siroca', 50), ('corona', 50), ('cosmic mansion', 50)]"
1232,xbox,[],"[('xoxo', 75), ('probox', 60), ('oxy', 57), ('bwx', 57), ('vitabox', 55), ('aibo', 50), ('lobo', 50), ('nexx', 50), ('vbot', 50), ('bone', 50), ('omax', 50)]"
1233,baan貝恩,"[('baan', 80)]","[('baan', 80), ('balzano', 62), ('b balance', 53), ('avalon', 50), ('balance博朗氏', 50), ('貝恩', 50), ('anf愛恩富', 50), ('balzano義大利', 50), ('beka貝卡', 50), ('antian', 50), ('jant blanc', 50), ('bandai', 50), ('sang-a', 50)]"
1234,可爾必思,[],"[('摩爾思', 57), ('必爾思', 57)]"
1235,derma&more,[],"[('derma', 67), ('dermacol', 67), ('dermal', 62), ('aroma zone', 60), ('dermisa', 59), ('dear my', 59), ('more', 57), ('dermal德瑪', 56), ('r-driver', 56), ('mamalove', 56), ('derma丹麥德瑪', 53), ('deary', 53), ('covermark', 53), ('deerma德爾瑪', 53), ('dr.wonder', 53), ('bon aroma', 53), ('powermate', 53), ('demon', 53), ('dream trend凱夢', 52)]"
1236,mistine,"[('miine', 83)]","[('miine', 83), ('disney', 62), ('amstel', 62), ('iti', 60), ('instinct原點', 59), ('jmsolution', 59), ('minties猛特斯', 59), ('miyoshi', 57), ('mustela', 57), ('stemcin', 57), ('elastine伊絲婷', 56), ('tide', 55), ('dr.satin', 53), ('mildskin麥德絲肌', 53), ('skinlife', 53), ('min shiang名象', 53), ('friskies', 53), ('nissin日清', 53), ('aipinyue', 53)]"
1237,網狐家居,[],"[('hk家居', 50)]"
1238,darphin朵法,[],"[('darling', 62), ('dr.shine', 59), ('farmina法米納', 53), ('garmin', 53), ('jardin', 53), ('arlink', 53), ('arin氧潤', 53), ('farlin', 53), ('darlin妲己佳人', 53), ('alpecin', 50), ('arwin雅聞', 50), ('artisan', 50), ('dr. skin', 50), ('rhino犀牛', 50), ('merphil', 50)]"
1239,anriea艾黎亞,[],"[('sangaria', 59), ('ariel', 57), ('antian', 53), ('nairia奈良彌亞', 53), ('handpurena', 53), ('argelan', 50), ('kria可利亞', 50), ('naturie', 50), ('beanies', 50), ('arizona亞歷桑納', 50), ('艾黎亞', 50), ('sangaria山加利', 50), ('arencia', 50), ('artisan', 50), ('aiken艾肯', 50), ('ricenal', 50), ('organia歐格妮亞', 50), ('babaria', 50)]"
1240,萃樂口,[],[]
1241,上豪,[],"[('上田', 50), ('雙豪', 50), ('豪山', 50), ('上元', 50)]"
1242,因特力淨,[],"[('特力屋', 57)]"
1243,us baby優生,[],"[('baby shark', 63), ('u-may優妹', 62), ('abuns', 57), ('rico baby', 56), ('ks beauty', 56), ('baby best貝比斯特', 55), ('blue bay倍力', 53), ('dust daddy', 53), ('baby brezza', 50), ('baby banana', 50), ('pure beauty', 50), ('alobaby', 50), ('s&b', 50)]"
1244,波斯優格,[],[]
1245,beaphar樂透,[],"[('baby shark', 53), ('pure beauty', 50), ('beautymaker', 50), ('aha', 50), ('babaria', 50), ('polar普樂', 50)]"
1246,deary媞爾妮,[],"[('deary', 77), ('dear my', 67)]"
1247,handme,[],"[('andzen', 67), ('mandom', 67), ('shanen', 67), ('handpurena', 62), ('heme', 60), ('ange', 60), ('haken', 55), ('honey', 55), ('homei', 55), ('amice', 55), ('homer', 55), ('lancome蘭蔻', 53), ('chanel香奈兒', 53), ('canidae卡比', 53), ('peach and', 53), ('heme喜蜜', 50), ('realme', 50), ('head海德', 50), ('ardell', 50)]"
1248,雷峰,[],"[('雷雪', 50)]"
1249,supreme source紐健士,[],"[('pure smile', 52), ('super love', 52), ('nature tree', 50)]"
1250,威仕,[],"[('百威', 50), ('勁威', 50), ('麗仕', 50), ('威德', 50), ('名仕', 50), ('寶仕', 50), ('派仕', 50), ('威寶', 50)]"
1251,qundo康朵,[],"[('uno', 60), ('juono', 50), ('bruno', 50), ('yunos', 50)]"
1252,comefree康芙麗,[],"[('tcoffee', 56), ('converse', 53), ('cherie法麗', 53), ('homer', 50)]"
1253,雞老大,[],[]
1254,roccat德國冰豹,[],"[('siroca', 50)]"
1255,fancl,"[('fancl芳珂', 83)]","[('fancl芳珂', 83), ('fantech', 67), ('face+', 67), ('fala', 67), ('sacla', 60), ('fasun', 60), ('kangol', 55), ('nacnac', 55), ('franks', 55), ('farlin', 55), ('fancy藤蔓擴香氛', 53), ('tefal特福', 50), ('abc', 50), ('tcl', 50), ('bcl', 50), ('ahc', 50), ('foramen', 50), ('fzc', 50), ('fanta芬達', 50)]"
1256,kenwood,[],"[('greenwood', 75), ('leopold', 57), ('skinfood思親膚', 56), ('wafood made', 56), ('kent', 55), ('koyo', 55), ('lenovo聯想', 53), ('blackwood柏萊富', 53), ('wonder trend', 53), ('indofood', 53), ('whoo后', 50), ('kangaroos', 50), ('haken', 50), ('aiken', 50), ('kesho', 50), ('menow', 50), ('wooly', 50)]"
1257,agf,[],"[('angfa', 75), ('apg', 67), ('naf', 67), ('afc', 67), ('haglofs', 60), ('fafa', 57), ('ange', 57), ('agoy', 57), ('angfa絲凱露', 55), ('n.a.f', 50), ('naffy', 50), ('taiga', 50), ('agafia阿卡菲', 50)]"
1258,美味關係,[],"[('美味小舖', 50)]"
1259,maycheer,"[('maycheer美茜兒', 84)]","[('maycheer美茜兒', 84), ('cheers', 71), ('maychic', 67), ('ayce', 67), ('macherie瑪宣妮', 63), ('mestemacher', 63), ('moodmatcher', 63), ('cheerios', 62), ('karcher凱馳', 59), ('acer宏碁', 57), ('cherry', 57), ('ace', 55), ('yeaster', 53), ('meyer美亞', 53), ('shower mate', 53), ('che gel', 53), ('cheersjelly', 53), ('myhouse', 53), ('copper chef', 53)]"
1260,韓廚,[],[]
1261,atrix艾翠斯,[],"[('matrix美奇絲', 59), ('catrice卡翠絲', 56), ('lacroix', 53), ('naturie', 53)]"
1262,kiss,"[('kissme', 80)]","[('kissme', 80), ('tiss', 75), ('k-swiss', 73), ('kisetsu', 73), ('kissme奇士美', 62), ('missha', 60), ('mr&miss', 55), ('bioliss', 55), ('kissdiamond', 53), ('is愛思', 50), ('kiki', 50), ('iris', 50), ('friskies', 50), ('nissin日清', 50), ('kozi', 50), ('sasa', 50), ('koji', 50), ('merbliss', 50), ('cass', 50)]"
1263,森潤,[],"[('山森', 50), ('沐潤', 50), ('珂潤', 50)]"
1264,玩美日記,[],[]
1265,taiga大河,"[('taiga', 83)]","[('taiga', 83), ('tata', 55), ('tigi', 55), ('thai', 55), ('tatung大同', 53), ('amida', 50), ('avila', 50), ('angfa', 50), ('petia', 50), ('sigma', 50)]"
1266,mylk,[],"[('melko', 67), ('maylink美菱', 62), ('mlb', 57), ('rmk', 57), ('milklab', 55), ('milk&co', 55), ('noyl', 50), ('bodytalk', 50)]"
1267,probo博寶兒,[],"[('probox', 71), ('irobot', 57), ('lobo', 50), ('pecobono', 50), ('proton普騰', 50)]"
1268,優兒康,[],[]
1269,mei,[],"[('homei', 75), ('media媚點', 60), ('timotei', 60), ('merphil', 60), ('more', 57), ('heme', 57), ('yome', 57), ('miau', 57), ('pomi', 57), ('chimei奇美', 55), ('acmedica', 55), ('murfeeli', 55), ('merbliss', 55), ('morelife', 55), ('amida', 50), ('msi微星', 50), ('masil', 50), ('petio', 50), ('melko', 50)]"
1270,rimmel倫敦芮魅,[],"[('ariel', 53), ('trimaxcell', 50)]"
1271,whimzees唯潔,[],"[('hiles', 53), ('cheers', 50)]"
1272,友情牌,[],[]
1273,clover,"[('ecover', 83)]","[('ecover', 83), ('converse', 71), ('ecover宜珂', 71), ('gelovery', 71), ('covermark', 67), ('relove', 67), ('eclear', 67), ('ronever', 62), ('celvoke', 62), ('cover nail', 62), ('bb love', 62), ('super love', 62), ('love愛的獎勵', 57), ('mamalove', 57), ('opera', 55), ('oster', 55), ('lador', 55), ('lotte', 55), ('olive', 55)]"
1274,寶島,[],"[('寶亨', 50), ('聲寶', 50), ('寶僑', 50), ('寶馬', 50), ('寶路', 50), ('鍋寶', 50), ('古寶', 50), ('諾寶', 50), ('藍寶', 50), ('培寶', 50), ('旺寶', 50), ('寶仕', 50), ('金寶', 50), ('奇寶', 50), ('威寶', 50)]"
1275,eilles,[],"[('hiles', 73), ('wellness', 71), ('shills', 67), ('lole’s', 67), ('beanies', 62), ('jumelle', 62), ('wellage', 62), ('illy', 60), ('fees', 60), ('pet village', 59), ('hills希爾思', 57), ('wellbe威比', 57), ('heller嘉儀', 57), ('ecowipes', 57), ('flawless', 57), ('wellness寵物健康', 56), ('s.pellegrino', 56), ('s+miracle', 53), ('gennies奇妮', 53)]"
1276,lucido倫士度,[],[]
1277,akvile,[],"[('avila', 73), ('oakley', 67), ('sparkle', 62), ('gavi', 60), ('skinlife', 57), ('skinvill', 57), ('ariel', 55), ('visee', 55), ('haken', 55), ('atake', 55), ('aiken', 55), ('aveda', 55), ('hiles', 55), ('masil', 55), ('apieu', 55), ('sakio', 55), ('arlem', 55), ('kokie', 55), ('ariul', 55)]"
1278,la lune蘭韻,[],"[('le labo', 62), ('lancome蘭蔻', 56), ('laneige蘭芝', 56), ('klorane蔻蘿蘭', 53), ('blue bay倍力', 53), ('new balance', 50), ('olaplex', 50), ('lululun', 50), ('black blaze', 50), ('les nez', 50)]"
1279,a-star bones,[],"[('star fashion', 67), ('a star', 67), ('mr.bone', 63), ('anessa安耐曬', 57), ('black monster', 56), ('lestar', 56), ('arnest', 56), ('baby shark', 55), ('st.malo', 53), ('a+ power', 53), ('botanist', 50), (""i'nesvia"", 50), ('a freschi srl艾富鮮', 50), ('boneplus', 50), ('t.c.star', 50), ('blackmonster', 50), ('bone', 50), ('chic a bon奇哥', 50)]"
1280,台灣清香號,[],[]
1281,alkmene歐坷蔓,[],"[('haken', 53), ('aiken', 53), ('realme', 50), ('lirene', 50)]"
1282,aqua label水之印,[],"[('unlabel', 60), ('maquillage', 52), ('aquagen', 50)]"
1283,zettoc,[],"[('lotto', 55), ('patto', 55), ('teteo', 55), ('petio', 55), ('etvos', 55), ('zero9', 55), ('sweet touch直覺', 53), ('tc', 50), ('turbo tent', 50), ('petest', 50)]"
1284,喜特麗,[],"[('莉薇特麗', 57)]"
1285,dydo吟麗,"[('dydo', 80)]","[('dydo', 80), ('dyson', 55), ('duo麗優', 55)]"
1286,meyer美亞,[],"[('maycheer美茜兒', 56), ('maycheer', 53), ('homer', 50)]"
1287,金龍,[],"[('大金', 50), ('龍鳳', 50), ('金蘭', 50), ('丸金', 50), ('黑龍', 50), ('樂金', 50), ('金岡', 50), ('金饌', 50), ('龍宏', 50), ('龍泉', 50), ('金鹿', 50), ('龍馬', 50), ('金車', 50), ('佳龍', 50), ('金寶', 50)]"
1288,dr. bronner's布朗博士,[],"[('mr.bone', 52)]"
1289,now娜奧,[],"[('now!', 75), ('menow', 60), ('uno', 50), ('nor.', 50)]"
1290,skinfood思親膚,[],"[('indofood', 63), ('kenwood', 56), ('skinlife', 53), ('skincode瑞士之鑰', 52), ('sukin', 50), ('sakio', 50)]"
1291,min shiang名象,[],"[('zushiang日象', 64), ('xinchang', 60), ('one thing', 57), ('missha', 56), ('mihong', 56), ('sang-a', 56), ('misshan韓秀姬', 55), ('miyoshi', 53), ('mistine', 53), ('insight', 53), ('amino mason', 52), ('ocean spring', 50), ('king wang貓皇族', 50), (""i'nesvia"", 50), ('lishan日本', 50), ('shiseido men', 50), ('dr.shine', 50), ('nadeshia', 50), ('5mins shaper pro', 50)]"
1292,倍爾康,[],"[('愛爾康', 67)]"
1293,medi flower,[],"[('powermate', 60), ('foramen', 56), ('flormar', 56), ('tom ford', 53), ('glysomed', 53), ('ford', 53), ('time leisure', 52), ('real power瑞威', 52), ('powerbomb', 50), ('red cow紅牛', 50), ('flowfushi', 50), ('cooler master', 50), ('homei', 50), ('freiz', 50), ('love more愛戀膜法', 50)]"
1294,栢歐康,[],[]
1295,saraya,[],"[('karalla', 62), ('saba', 60), ('ayam', 60), ('sasa', 60), ('aurora myza', 59), ('sakura櫻花', 57), ('sparkeau', 57), ('sangaria', 57), ('isana', 55), ('deary', 55), ('sacla', 55), ('nakay', 55), ('alyea', 55), ('aroma', 55), ('farm stay', 53), ('rosy rosa', 53), ('pharmaact', 53), ('sana莎娜', 50), ('aronyx', 50)]"
1296,c諾鈣,[],[]
1297,o’kat美喵人生,[],[]
1298,水事紀,[],[]
1299,vi.chi維齊,[],"[('chian pin強品', 53), ('vt cica', 53), ('hi-life', 53), ('chin su', 53), ('pei ci沛奇', 50), (""i'nesvia"", 50), ('chimei奇美', 50), ('navalli hill', 50)]"
1300,九華山,[],[]
1301,寶酒造,[],[]
1302,iroka,[],"[('siroca', 73), ('ifoa', 67), ('berioska', 62), ('nokia', 60), ('ikari', 60), ('okawa', 60), ('aroma', 60), ('cabreiroa', 57), ('reebok', 55), ('irobot', 55), ('romand', 55), ('brooks', 55), ('corona', 55), ('bonika', 55), ('ciaoke', 55), ('soka創禾', 55), ('joroma', 55), ('i-rocks艾芮克', 53), ('akika漁極', 50)]"
1303,金岡,[],"[('大金', 50), ('岡本', 50), ('金蘭', 50), ('丸金', 50), ('樂金', 50), ('金龍', 50), ('金饌', 50), ('金鹿', 50), ('金車', 50), ('金寶', 50), ('片岡', 50)]"
1304,blackmores澳佳寶,[],"[('blackmonster', 64), ('black monster', 62), ('black ice', 55), ('black gears黑設', 54), ('blackdog旺兒', 52), ('black blaze', 50)]"
1305,維斯塔,[],[]
1306,建銓,[],"[('落建', 50)]"
1307,natural lady,"[('natural d', 86)]","[('natural d', 86), ('natural food', 75), ('natural balance', 74), ('k9 natural', 73), ('naturals', 70), ('natural10++', 67), ('natural farm自然牧場', 64), ('nature garden', 64), ('natural kitty自然小貓', 62), ('nature face', 61), ('natures care', 58), ('naturals by watsons', 58), ('nail labo', 57), ('natural fresh自然鮮', 57), ('real nature瑞威', 56), ('plantur 39', 55), ('kirkland signature科克蘭', 55), ('plantur 21', 55), ('natural pie多納滋', 54)]"
1308,11益生菌,[],[]
1309,canidae卡比,[],"[('amida', 57), ('calbee卡樂比', 56), ('ocanis歐卡尼', 56), ('yankee candle', 55), ('adidas', 53), ('catrice卡翠絲', 53), ('catuna', 53), ('casa卡薩', 53), ('handme', 53), ('andzen', 53), ('zavida', 53), ('catidea貓樂適', 53), ('antian', 53), ('ciaoke', 53), ('bandai', 53), ('canary', 53), ('garnier卡尼爾', 53), ('cezanne', 50), ('beanies', 50)]"
1310,combo,"[('combi', 80)]","[('combi', 80), ('cosmos', 73), ('combi康貝', 67), ('lobo', 67), ('domo', 67), ('pecobono', 62), ('kimbo', 60), ('omory', 60), ('cuoco', 60), ('bon aroma', 57), ('carome.', 55), ('tescom', 55), ('bokbok', 55), ('irobot', 55), ('corona', 55), ('elecom', 55), ('tromso', 55), ('icooby', 55), ('mitomo', 55)]"
1311,正官庄,[],[]
1312,tiddi,[],"[('tide', 67), ('tigi', 67), ('daodi', 60), ('tide汰漬', 55), ('qidina', 55), ('tsuvimi', 50), ('wildkin', 50), ('timotei', 50), ('dtaudio', 50), ('add+', 50), ('iti', 50)]"
1313,on歐恩,[],"[('歐斯恩', 57), ('one', 57), ('mon', 57), ('awson歐森', 55), ('pony', 50), ('sony', 50), ('oceanique歐斯恩', 50), ('monge瑪恩吉', 50), ('ozen', 50), ('bone', 50), ('osun', 50), ('ouwang歐王', 50), ('honk', 50)]"
1314,ferrarelle,[],"[('merrell', 71), ('ardell', 62), ('green finger', 55), ('rene furterer萊法耶', 54), ('ariel', 53), ('heartfelt', 53), ('arlem', 53), ('realme', 50), ('derma&more', 50), ('eilles', 50), ('dermal', 50), ('relove', 50), ('fresh line', 50), ('urtale', 50), ('farlin', 50), ('healthlead', 50), ('trimaxcell', 50), ('healthlife', 50)]"
1315,g&m,[],"[('gum', 67), ('g+居家', 57), ('g+ 居家', 57), ('m.a.c', 50), ('sigma', 50), ('momo girl', 50)]"
1316,nuxe黎可詩,[],"[('nuxe巴黎歐樹', 67)]"
1317,kitcat,[],"[('kitekat', 77), ('kitchenaid', 62), ('vt cica', 62), ('nicka.k', 62), ('vita', 60), ('tata', 60), ('makita牧田', 57), ('brita', 55), ('nokia', 55), ('ktnet', 55), ('nicka. k妮卡', 53), ('kaibeauty', 53), ('efficat艾霏', 53), ('vitakraft', 53), ('instinct原點', 50), ('switch', 50), ('lechat', 50), ('vitantonio', 50), ('catuna', 50)]"
1318,pair沛醫亞,[],"[('parrs', 50), ('aquair阿葵亞', 50), ('flair', 50), ('pearlau沛柔', 50), ('parmir帕米爾', 50)]"
1319,泡樂,[],"[('刷樂', 50), ('樂邁', 50), ('福樂', 50), ('樂天', 50), ('樂金', 50), ('樂活', 50), ('美樂', 50), ('樂趣', 50)]"
1320,friskies,[],"[('fresa', 62), ('frischli', 62), ('aprilskin', 59), ('franks', 57), ('fresh line', 56), ('frisian富力鮮', 56), ('mistine', 53), ('kisetsu', 53), ('dr. skin', 53), ('i-kirei', 53), ('reise米膚', 53), ('the orchid skin', 52), ('skechers', 50), ('kiki', 50), ('skinlife', 50), ('berioska', 50), ('forest森鮮', 50), ('tiss', 50), ('iris', 50)]"
1321,flair,[],"[('fila', 67), ('flormar', 67), ('fala', 67), ('flavour', 67), ('lador', 60), ('milani', 55), ('flexin', 55), ('lirene', 55), ('lestar', 55), ('eclear', 55), ('lanami', 55), ('farlin', 55), ('elujai', 55), ('dr.forhair', 53), ('duplair朵萊爾', 53), ('esfolio', 50), ('glinter', 50), ('lacroix', 50), ('haier海爾', 50)]"
1322,barrier repair,[],"[('real barrier沛麗膚', 76), ('bare for bare', 59), ('hair recipe', 56), ('clair paris', 56), ('nature republic', 55), ('r-driver', 55), ('ice river', 52), ('miller harris', 52), ('real nature瑞威', 52), ('dairy farmers', 52), ('breeza', 50), ('dr.forhair', 50), ('barrio', 50), ('arex sport', 50)]"
1323,松山油脂,[],[]
1324,吉蒸,[],"[('廣吉', 50), ('古吉', 50)]"
1325,the orchid skin,[],"[('the ordinary', 67), ('on the body', 62), ('the body shop', 57), ('gold suite', 56), ('the public organic', 55), ('dr. skin', 55), ('kitchen art', 54), ('c-skin杜克', 52), ('friskies', 52), ('dr.shine', 52), ('the body shop美體小舖', 50), ('aprilskin', 50), (""it's skin"", 50), ('i’m sorry for my skin', 50), ('esthe dew', 50)]"
1326,joajota,[],"[('jojome', 62), ('joearo', 62), ('joroma', 62), ('tata', 55), ('hojo', 55), ('sowa sowa', 50), ('jo malone', 50), ('atake', 50), ('ziaja', 50), ('oranot奧兰諾', 50), ('juono', 50), ('yotta', 50), ('polarstar', 50), ('okawa', 50), ('jjpro', 50), ('thai coco', 50), ('aroma', 50), ('azoma', 50), ('j.kao', 50)]"
1327,ac makeup,[],"[('m.a.c', 57), ('atake', 57), ('make up for ever', 56), ('mk lab', 53), ('yamaki', 53), ('mkup美咖', 53), (""a'pieu"", 53), ('ciaoke', 53), ('beautymaker', 50), ('nac nac', 50), ('nature face', 50), ('ace', 50), ('catchup', 50), ('black blaze', 50), ('cap', 50), ('milk&co', 50)]"
1328,kneipp克奈圃,[],"[('克奈圃', 50)]"
1329,3q,[],"[('3m', 50), ('qv', 50), ('iq+', 50), ('hq', 50)]"
1330,aesop,[],"[('feso', 67), ('dazzshop', 62), ('may shop', 62), ('staresso', 62), ('rasto', 60), ('kesho', 60), ('lasko', 60), ('op', 57), ('tescom', 55), ('arnest', 55), ('espoir', 55), ('daisho', 55), ('lafe’s', 55), ('arex sport', 53), ('watsons', 50), ('jason捷森', 50), ('esfolio', 50), (""age20's"", 50), ('calypso', 50)]"
1331,nissin日清,[],"[(""it's skin"", 59), ('kissdiamond', 53), ('hanskin', 53), ('mistine', 53), ('sanbisi', 53), (""it's skin伊思"", 53), ('lishan日本', 50), ('tiss', 50), ('kiss', 50), ('isdin怡思丁', 50)]"
1332,blistex碧唇,[],"[('intex', 57), ('biotherm碧兒泉', 50), ('glinter', 50), ('bifesta碧菲絲特', 50), ('mistine', 50), ('bioliss', 50), ('liese莉婕', 50)]"
1333,nuby,[],"[('natureby', 67), ('nuk', 57), ('nyx', 57), ('nursery', 55), ('danby丹比', 55), ('pony', 50), ('sony', 50), ('burberry', 50), ('club', 50), ('nabi', 50), ('rudy', 50), ('noyl', 50), ('eufy', 50), ('anua', 50)]"
1334,養樂多,[],[]
1335,momus,[],"[('myhouse', 67), ('moma', 67), ('tomomasu', 62), ('lotus', 60), ('youus', 60), ('mandom', 55), ('tromso', 55), ('cosmos', 55), ('oulisi', 55), ('mitomo', 55), ('kamome', 55), ('optimum', 50), ('miyoshi', 50), ('st.malo', 50), ('thomson', 50), ('mbm', 50), ('msh', 50), ('voluspa', 50), ('magicom', 50)]"
1336,bevy c.,[],"[('beloved&co', 62), ('bv.i', 60), ('rico baby', 53), ('beauty credit', 53), ('ks beauty', 53), ('beauty', 50), ('bosley', 50), ('secret key', 50), ('bffect', 50)]"
1337,大丈夫,[],"[('大衛杜夫', 57), ('vf魏大夫', 50)]"
1338,叡頌,[],[]
1339,京紅,[],"[('紅印', 50), ('紅米', 50), ('紅牛', 50)]"
1340,fanta芬達,[],"[('antian', 62), ('farcent', 57), ('fantech', 57), ('lilfant', 57), ('fafa', 55), ('tata', 55), ('fala', 55), ('anua', 55), ('star fashion', 53), ('farm stay', 50), ('atake', 50), ('isana', 50), ('fancl', 50), ('angfa', 50), ('fasun', 50)]"
1341,teteo,[],"[('tepe', 67), ('attento', 67), ('lotto', 60), ('three', 60), ('patto', 60), ('petio', 60), ('lotte', 60), ('tempo', 60), ('etvos', 60), ('ktnet', 60), ('teco東元', 55), ('reebok', 55), ('tescom', 55), ('zettoc', 55), ('elecom', 55), ('neatex', 55), ('petest', 55), ('teptip', 55), ('turbo tent', 53)]"
1342,ipsa茵芙莎,[],"[('isana', 50)]"
1343,andzen,[],"[('handme', 67), ('shanen', 67), ('handpurena', 62), ('ozen', 60), ('ange', 60), ('azzeen芝研', 57), ('haken', 55), ('aiken', 55), ('demon', 55), ('devon', 55), ('pantene潘婷', 53), ('canidae卡比', 53), ('yankee candle', 53), ('anqueen安晴', 53), ('peach and', 53), ('ardell', 50), ('vana candles琺鈉', 50), ('bladez', 50), ('oven-baked', 50)]"
